CNPJ_Fundo;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
15.006.286/0001-90;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;4157864.65;4047474.71;0;0;0;0;0;0;0;0;-696490.12;-696490.12;3461374.53;3350984.59;0;0;0;0;0;0;0;0;0;0;3461374.53;3350984.59;105133.98;105133.98;0;0;0;0;0;0;105133.98;105133.98;;;-184685.65;-200951.36;0;0;0;0;0;0;0;0;0;0;0;-55341;0;0;-17171.4;-17171.4;0;0;-8010.59;-8010.59;0;0;0;0;0;0;0;0;-14348.59;-15084.59;-224216.23;-296558.94;3342292.28;3159559.63;3159559.63;3001581.6485;;0;3050639.9985;-2033799.7;1016840.2985;0.965527
15.006.286/0001-90;2024-06-30;2;;;;;;;;;0;0;4291520.52;4265109.33;-6500;-6500;0;0;0;0;0;0;-926462.81;-926462.81;3358557.71;3332146.52;;;;;;;;;0;0;3358557.71;3332146.52;93724.94;93724.94;;;;;;;93724.94;93724.94;;;-184957.41;-184957.41;;;;;;;;;0;0;-6937.61;-6937.61;;;-42153.77;-42153.77;;;-9127.66;-9127.66;;;0;0;;;-103.98;-103.98;-16613.19;-16613.19;-259893.62;-259893.62;3192389.03;3165977.84;6325537.47;6009260.5965;;;6101279.9965;-6101280;-0.0035;0.964547
15.098.422/0001-19;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77237.74;77237.74;0;0;0;0;0;0;77237.74;77237.74;0;0;-82323.3;-82323.3;0;0;0;0;0;0;0;0;0;0;-8499.99;0;0;0;-85798.28;-80738.6;0;0;-100000;-100000;0;0;-1299.99;6400;0;0;-22;-22;-11053.49;-11053.49;-288997.05;-267737.39;-211759.31;-190499.65;-1619787.26;0;;0;0;0;0;0
15.098.422/0001-19;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93216.18;93216.18;0;0;0;0;0;0;93216.18;93216.18;0;0;-80504.49;-80504.49;0;0;0;0;0;0;0;0;0;0;-8499.99;-17000;0;0;-215877.12;-207444.34;0;0;-413.44;-413.44;0;0;-1599.99;0;0;0;0;0;-11402.73;-11402.73;-318297.76;-316765;-225081.58;-223548.82;-1843336.08;0;;0;0;0;0;0
15.333.306/0001-37;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;1310761.71;1495017.75;0;0;0;0;0;0;0;0;392911.29;422080.92;1703673;1917098.67;0;0;0;0;0;0;0;0;0;0;1703673;1917098.67;83577.45;83577.45;0;0;0;0;-9059.48;-9059.48;74517.97;74517.97;0;0;-129058.18;-129058.18;0;0;-53823.24;-53823.24;0;0;0;0;0;0;-12249.99;0;0;0;-7589.49;0;0;0;-46026.81;-46026.81;0;0;-2175;0;0;0;-40;-40;-4372.71;-4372.71;-255335.42;-233320.94;1522855.55;1758295.7;1758295.7;1670380.915;;0;1670380.92;-661765.74;1008615.18;0.95
15.333.306/0001-37;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;1378348.21;1457871.05;0;0;0;0;0;0;0;0;-943182.41;-917095.91;435165.8;540775.14;0;0;0;0;0;0;0;0;0;0;435165.8;540775.14;95533.02;95533.02;0;0;0;0;-24835.18;-24835.18;70697.84;70697.84;0;0;-124681.68;-124681.68;0;0;-25757.48;-25757.48;0;0;0;0;0;0;-13249.99;-35300;0;0;-7589.49;-15178.98;-26822.37;-26822.37;-11385.01;-11385.01;0;0;-2175;0;0;0;0;0;-8285.38;-8285.38;-219946.4;-247410.9;285917.24;364062.08;2122357.78;2016239.891;;0;2016239.891;-1729141.14;287098.751;0.95
15.348.117/0001-38;2024-03-28;1;;;;;;;;;0;0;404553.06;3715277.25;;;;;;;;;;;404553.06;3715277.25;478460.68;;;;;;;-3310724.22;478460.68;-3310724.22;883013.74;404553.03;;;;;;;89536.18;;89536.18;0;;;-140406.89;-145832.34;-30000;;;;;;;;;;-13770;-10770;;;-4306;-1256;;;-6000;-9000;;;;-30000;;;;;-20425.45;;-214908.34;-196858.34;757641.58;207694.69;207694.69;197309.9555;;;83584.9555;0;83584.9555;0.402441
15.348.117/0001-38;2024-06-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;0;0;0;0
15.394.563/0001-89;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;1007264.78;1007264.78;-753123.37;-646124.97;-33803.87;-33803.87;0;0;220337.54;327335.94;220337.54;327335.94;;;;;24874.81;24874.81;;;24874.81;24874.81;;;-13407.74;-15496.14;;;0;;;;;;;;-17572.79;-51956.8;;;-1771.69;0;0;;0;;0;;0;;0;;0;;-22083.7;-25653.49;-54835.92;-93106.43;190376.43;259104.32;259104.32;246149.104;;;254729.974;-184867.32;69862.654;0.983117
15.394.563/0001-89;2024-06-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;-2207272.07;-2131562.26;2364859.62;2364859.62;0;0;0;0;157587.55;233297.36;157587.55;233297.36;;;;;13554.87;13554.87;;;13554.87;13554.87;;;-11671.93;-11932.32;;;0;;;;;;;;-13041;;;;-1288.71;-4743.42;0;;0;;0;;0;;0;;0;;-26827.67;-35382.18;-52829.31;-52057.92;118313.11;194794.31;453898.63;431203.6985;;;432073.6185;-374033.88;58039.7385;0.951917
15.394.563/0001-89;2024-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;417854.38;670248.33;-1811095.89;-510469.66;0;0;0;0;-1393241.51;159778.67;-1393241.51;159778.67;;;;;105078.4;105078.4;;;105078.4;105078.4;;;-11956.56;-11972.03;;;0;;;;;;;;-69735.85;-56000;;;-1266.08;0;0;;0;;0;;0;;0;;0;;-26956.38;-22165.16;-109914.87;-90137.19;-1398077.98;174719.88;174719.88;165983.886;;;174119.216;-116079.48;58039.736;0.996562
15.447.108/0001-02;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;37434605.93;45519849.03;0;0;0;0;0;0;0;0;-22923590.37;-148607081.1;14511015.56;-103087232.07;1000000;1000000;4143946.97;0;0;0;0;0;5143946.97;1000000;19654962.53;-102087232.07;3048688.23;3048688.23;0;0;0;0;-1773150.44;-1773150.44;1275537.79;1275537.79;0;0;-310637.86;-310637.86;0;0;-1226905.48;-1226905.48;0;0;0;0;0;0;-212790.04;-212608.58;0;0;-328226.38;-328226.38;-22637.91;-22637.91;-487185.47;-487185.47;0;0;-91126.13;-42024.87;0;0;-4563.37;-4563.37;-96783.82;-924622.95;-2780856.46;-3559412.87;18149643.86;-104371107.15;-104371107.15;0;;0;0;0;0;0
15.447.108/0001-02;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;38396834.79;34928441.4;-15662.44;-15662.44;0;0;0;0;0;0;-24082793.17;-15131985.43;14298379.18;19780793.53;5411102.5;5411102.5;-1729242.64;0;0;0;0;0;3681859.86;5411102.5;17980239.04;25191896.03;1349636.23;1349636.23;0;0;0;0;-273383.47;-273383.47;1076252.76;1076252.76;0;0;-4315844.71;-4315844.71;0;0;-668125.07;-668125.07;0;0;0;0;0;0;-240979.09;-307297.08;0;0;-132041.58;-146271.89;-266715.63;-266715.63;-204863.83;-204863.83;-6740.76;-6740.76;-40426.17;0;0;0;-13250.02;-13250.02;-59077.89;-501154.99;-5948064.75;-6430263.98;13108427.05;19837884.81;45098450.11;42843527.6045;;0;50086309.57;-41738591.7;8347717.87;1.110599
15.447.110/0001-73;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;9502148.44;10010219.52;0;0;0;0;0;0;0;0;1898699.64;1989276.21;11400848.08;11999495.73;0;0;0;0;0;0;0;0;0;0;11400848.08;11999495.73;159399.38;159399.38;0;0;0;0;-35864.66;-35864.66;123534.72;123534.72;0;0;-740197.22;-740197.22;0;0;0;0;0;0;0;0;0;0;-11250;0;0;0;-12649.17;0;0;0;0;0;-2125.14;-2125.14;-6596.25;-7500;0;0;-22;-22;-40626.16;-31596.57;-813465.94;-781440.93;10710916.86;11341589.52;11341589.52;10774510.044;;0;11341589.52;-2018476.61;9323112.91;1
15.447.110/0001-73;2024-06-30;2;0;0;0;0;0;0;0;0;0;0;10358166.54;10005068;0;0;0;0;0;0;0;0;1940496.76;1999610.02;12298663.3;12004678.02;0;0;0;0;0;0;0;0;0;0;12298663.3;12004678.02;144213.34;144213.34;0;0;0;0;-32447.72;-32447.72;111765.62;111765.62;0;0;-797007.51;-797007.51;0;0;0;0;0;0;0;0;0;0;-12250;-32500;0;0;-12649.16;-25298.33;0;0;0;0;-2125.14;-2125.14;-6596.25;0;0;0;0;0;-41581.44;-184499.3;-872209.5;-1041430.28;11538219.42;11075013.36;22416602.88;21295772.736;;0;18718476.566;-12318476.57;6399999.996;0.835027
15.461.076/0001-91;2024-03-28;1;649701;649701;;;;;;;649701;649701;;;-76947;-76947;;;;;;;0;0;-76947;-76947;;;;;;;;;0;0;572754;572754;10575.7;10575.7;;;;;;;10575.7;10575.7;;;-373572.3;-373572.3;;;0;0;;;;;-15000;-15000;-4800;-4800;;;0;0;;;-75.17;-75.17;;;0;0;;;0;0;-35430.51;-35430.51;-428877.98;-428877.98;154451.72;154451.72;0;0;;0;0;0;0;0
15.461.076/0001-91;2024-06-28;1;1311273.82;1311273.82;;;;;;;1311273.82;1311273.82;;;-153894;-153894;;;;;;;0;0;-153894;-153894;;;;;;;;;0;0;1157379.82;1157379.82;42695.48;42695.48;;;;;;;42695.48;42695.48;;;-758169.24;-758169.24;;;0;0;;;;;-30000;-30000;-9600;-9600;;;-51675.23;-51675.23;;;-114995.68;-114995.68;;;0;0;;;0;0;-5037214.98;-5037214.98;-6001655.13;-6001655.13;-4801579.83;-4801579.83;0;0;;0;0;0;0;0
15.461.076/0001-91;2024-09-30;1;1275491.84;1275491.84;;;;;;;1275491.84;1275491.84;;;-69431;-69431;;;;;;;0;0;-69431;-69431;;;;;;;;;0;0;1206060.84;1206060.84;19899.23;19899.23;;;;;;;19899.23;19899.23;;;-384288.55;-384288.55;;;0;0;;;;;-15000;-15000;-4800;-4800;;;0;0;;;-30840.3;-30840.3;;;0;0;;;0;0;-31384.12;-31384.12;-466312.97;-466312.97;759647.1;759647.1;0;0;;0;0;0;0;0
15.463.207/0001-70;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;7613947.92;;7613947.92;0;1788931.73;;;;;;-6204952.51;;-4416020.78;0;3197927.14;0;;;;;;;;;0;0;;;-61058.56;-61058.56;;;;;;;;;;;;;;;-736;-736;;;;;;;;;;;;;-10535.3;-10535.3;-72329.86;-72329.86;3125597.28;-72329.86;-72329.86;0;;0;0;0;0;0
15.463.207/0001-70;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;7613947.92;0;7613947.92;0;1366846.62;0;;;;;-6286925.97;;-4920079.35;0;2693868.57;0;;;;;;;;;0;0;;;-62137.6;-48137.6;;;;;;;;;;;-12750;-12750;;;-31829.96;-31829.96;;;;;;;;;;;;;-10473.55;-7123.55;-117191.11;-99841.11;2576677.46;-99841.11;0;0;;;0;0;0;0
15.489.509/0001-17;2024-03-31;1;;;;;;;;;0;0;11734862.65;11734862.65;;;;;;;-1839000;;-125600.95;-125600.95;9770261.7;11609261.7;;;;;;;;;0;0;9770261.7;11609261.7;19021.53;19110.85;114385.4;79683.3;;;;;133406.93;98794.15;;;-400785.25;-382111.95;;;;;;;;;-23807.19;-24216.93;-25572.98;-106067;;;-12546.32;-13917.74;-1629.93;;-30639.66;-30639.66;;;-81900;-81900;;;;;-6094.72;-4442.72;-582976.05;-643296;9320692.58;11064759.85;11064759.85;10511521.8575;;;10727484.4975;-7216671.39;3510813.1075;0.969518
15.489.509/0001-17;2024-06-30;1;;;;;;;;;0;0;11775073.1;11775073.1;;;;;;;;;;;11775073.1;11775073.1;;;;;;;;;0;0;11775073.1;11775073.1;23976.1;23934.58;78472.28;103755.64;;;;;102448.38;127690.22;;;-485136.57;-485310.36;;;;;;;;;-22820.28;-22829.44;-26412.1;;;;-11929.28;-52668.62;-3312.45;;-30639.66;-30639.66;;;;;;;-302.04;-302.04;-5644.41;-4141.17;-586196.79;-595891.29;11291324.69;11306872.03;22371631.88;21253050.286;;;21308685.126;-17749110.72;3559574.406;0.952487
15.538.445/0001-05;2024-03-31;1;;;;;;;;;0;0;2376283.35;1584188.9;;;;;;;;;-4500;-4500;2371783.35;1579688.9;;;;;;;;;0;0;2371783.35;1579688.9;112904.36;;44694.77;42210.95;;;-27101.42;;130497.71;42210.95;;;-99350.34;-99350.34;;;;;;;;;-13850.57;-13731.82;-17087.93;-17087.93;;;-7939.41;-7629.11;;;;;;;-2680;-2680;;;;;-6698.67;-5348.67;-147606.92;-145827.87;2354674.14;1476071.98;1476071.98;1402268.381;;;1402268.381;-1582240;-179971.619;0.95
15.538.445/0001-05;2024-06-30;1;;;;;;;;;0;0;4752566.7;3960472.25;;;;;;;;;-4500;-5850;4748066.7;3954622.25;;;;;;;;;0;0;4748066.7;3954622.25;225252.13;;67764.26;119284.53;;;-40089.26;;252927.13;119284.53;;;-198700.68;-198700.68;;;;;;;;;-27714.59;-27600.31;-51263.79;-85439.65;;;-22079.62;-50125.47;;;-5850;-4500;;;-2680;-4690;;;;;-9463.24;-4178.78;-317751.92;-375234.89;4683241.91;3698671.89;3698671.89;3513738.2955;;;3513738.2955;-3883680;-369941.7045;0.95
15.570.431/0001-60;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;3136024.73;3185395.64;-7915.46;-188035.21;0;0;0;0;0;0;0;0;3128109.27;2997360.43;0;0;0;0;0;0;0;0;0;0;3128109.27;2997360.43;0;87052.31;83695.29;0;0;0;0;0;83695.29;87052.31;0;;-159019.88;-164454.96;0;0;0;0;0;0;0;0;-59816.64;0;0;-97800;0;0;-86849.33;-418;0;0;0;0;0;-5214.56;0;0;0;0;-680;-680;-125817.67;-13452.75;-432183.52;-282020.27;2779621.04;2802392.47;2802392.47;2662272.8465;;0;2802392.4665;-2802392.47;-0.0035;1
15.570.431/0001-60;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;3184133.76;3184133.76;-1254.4;-147957.79;0;0;0;0;0;0;-185403.54;0;2997475.82;3036175.97;0;0;0;0;0;0;0;0;0;0;2997475.82;3036175.97;0;81873.46;82653.14;0;0;0;0;47691.95;82653.14;129565.41;0;;-159419.46;-136551.41;0;0;0;-27903.55;0;0;0;0;;0;0;0;0;0;-7928.81;-12649.14;0;0;-49606.15;-20025;0;0;0;0;0;0;0;-190;47536.07;-1323.54;-169418.35;-198642.64;2910710.61;2967098.74;5769267.02;5480803.669;;0;5769267.019;-5769260.38;6.639;1
15.576.907/0001-70;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;33465916.16;33435960.17;-10800;-10800;0;165000;0;-689206.34;0;0;-13675665.19;-2892202.34;19779450.97;30008751.49;0;0;468746.25;0;6966440.12;6966440.12;-7034296.08;-6966312.95;400890.29;127.17;20180341.26;30008878.66;3336424.94;3336424.94;0;0;0;0;0;0;3336424.94;3336424.94;;;-2287845.41;-1857010.36;0;0;0;0;0;0;0;0;-92443.55;-92443.55;0;0;0;0;-194594.1;-194594.1;0;0;-194983.91;-194983.91;0;0;0;-79560;0;0;-5115.46;-5115.46;-216075.87;-346851.73;-2991058.3;-2770559.11;20525707.9;30574744.49;30574744.49;29046007.2655;;0;37456001.9955;-24970918.64;12485083.3555;1.225063
15.576.907/0001-70;2024-06-30;2;;;;;;;;;0;0;32487150.35;32665408.53;-173072;-172139.75;44600000;44600000;-39000000;-29287430.13;0;0;-4608146.81;-2585540.01;33305931.54;45220298.64;0;0;-235709.64;0;187266.23;187266.23;-186807.6;-187170.84;-235251.01;95.39;33070680.53;45220394.03;3221222.91;3221222.91;;;;;;;3221222.91;3221222.91;;;-2232834.66;-2508768.17;;;;;;;;;-89352.14;-89352.14;-47;-43778.77;;;-396821.28;-396821.28;;;-184798.99;-184798.99;;;107640;0;;;-2196.82;-2196.82;-259598.47;-261053.95;-3058009.36;-3486770.12;33233894.08;44954846.82;75529591.31;71753111.7445;;;74912003.9945;-74912004;-0.0055;0.991823
15.769.670/0001-44;2024-03-28;2;;;;;;;;;0;0;;;;;;;;;;;;;0;0;-23284.34;64869.7;211824.7;;290.04;1143410.5;-122664.24;;66166.16;1208280.2;66166.16;1208280.2;55515.61;54882.25;;;;;;;55515.61;54882.25;;;;;;;;;;;;;-34650.3;-34297.58;-9329.43;-9329.43;;;-3615.93;-5454.69;;;;;;;;;;;-398.88;-398.88;-12273.7;-16708;-60268.24;-66188.58;61413.53;1196973.87;1196973.87;1137125.1765;;;1137125.1765;-428133.92;708991.2565;0.95
15.769.670/0001-44;2024-06-28;2;;;;;;;;;0;0;;;;;;;;;;;;;0;0;204271.38;77226.07;-518628.41;;;;-17878.46;;-332235.49;77226.07;-332235.49;77226.07;31781.25;32132.21;;;;;;;31781.25;32132.21;;;;;;;;;;;;;-34650.3;-34650.3;;;;;-6513.38;-6722.35;;;;;;;;;;;;;46299.7;-24056.15;5136.02;-65428.8;-295318.22;43929.48;1240903.35;1178858.1825;;;1178858.1825;-1000698.56;178159.6225;0.95
15.769.670/0001-44;2024-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;137534.9;3494.32;-1626868.43;;;;-1405062.03;;-2894395.56;3494.32;-2894395.56;3494.32;38181.75;37706.88;;;;;;;38181.75;37706.88;;;;;;;;;;;;;-34650.3;-34650.3;;;;;-8314.08;-1974.17;;;;;;;;;;;;;1152374.89;-8716.94;1109410.51;-45341.41;-1746803.3;-4140.21;-4140.21;0;;;0;-4955.24;-4955.24;0
15.798.220/0001-80;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-143481.63;-143481.63;;;;-8666.66;;;;;;;;;;;-5496.23;-628;;;;;;;-8666.66;;;;;;;;-157644.52;-152776.29;-157644.52;-152776.29;-152776.29;0;;;0;0;0;0
15.798.220/0001-80;2024-06-28;2;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-143481.63;-143481.63;;;;;;;;;;;;;;;-4971.73;-21494.66;;;;;;;;;;;;;-1317.9;-61.9;-149771.26;-165038.19;-149771.26;-165038.19;-165038.19;0;;;0;0;0;0
15.799.397/0001-09;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;1630072.61;2507817.9;0;0;0;0;0;0;0;0;0;0;1630072.61;2507817.9;0;0;0;0;0;0;0;0;0;0;1630072.61;2507817.9;70237.12;70237.12;0;0;0;0;-7010.81;-7010.81;63226.31;63226.31;0;0;-199280.37;-199280.37;0;0;-25078.17;-25078.17;0;0;0;0;0;0;-11574.99;0;0;0;-5059.71;-0.03;0;0;0;0;0;0;-2300.25;-4600.5;0;0;-80;-80;-4115.33;-4115.33;-247488.82;-233154.4;1445810.1;2337889.81;2337889.81;2220995.3195;;0;2347376.94;-1566008;781368.94;1.004058
15.799.397/0001-09;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;2128174.08;2507817.9;0;0;0;0;0;0;0;0;0;0;2128174.08;2507817.9;0;0;0;0;0;0;0;0;0;0;2128174.08;2507817.9;93680.44;93680.44;0;0;0;0;-27022.12;-27022.12;66658.32;66658.32;0;0;-198240.87;-198240.87;0;0;-25078.17;-25078.17;0;0;0;0;0;0;-12574.99;-33410;0;0;-36325.17;-41384.85;0;0;0;0;0;0;-2300.25;0;0;0;0;0;-8194.07;-8194.07;-282713.52;-306307.96;1912118.88;2268168.26;4606058.07;4375755.1665;;0;4619428.0365;-3853783.96;765644.0765;1.002903
16.543.270/0001-89;2024-03-28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1629153.13;1629153.13;1629153.13;1629153.13;1629153.13;1629153.13;115.29;115.29;0;0;0;0;0;0;115.29;115.29;;;-348226.77;-348226.77;0;0;0;0;0;0;0;0;-23533.41;-23533.41;-4198.62;-4198.62;0;0;0;0;0;0;-99867.76;-99867.76;0;0;0;0;0;0;0;0;-26252.8;-26252.8;-502079.36;-502079.36;1127189.06;1127189.06;0;0;;0;0;0;0;0
16.543.270/0001-89;2024-06-28;1;0;500000;0;0;0;0;0;0;0;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;690244.12;690244.12;0;0;0;0;;;690244.12;690244.12;690244.12;1190244.12;156830.62;156830.62;0;0;0;0;0;0;156830.62;156830.62;;;-351600.75;-349913.76;0;0;0;0;0;0;0;0;-28729.42;-28694.97;-4198.62;-4198.62;0;0;0;0;0;0;-2342;-2342;0;0;0;0;0;0;0;0;-8857.37;-8844;-395728.16;-393993.35;451346.58;953081.39;0;0;;0;0;0;0;0
16.543.270/0001-89;2024-09-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14111.68;-14111.68;;;;;;;-14111.68;-14111.68;-14111.68;-14111.68;47878.19;47878.19;;;;;;;47878.19;47878.19;;;-349913.76;-349913.76;;;;;;;;;-23645.94;-23645.94;-4201.94;-4198.62;;;;;;;-5166;-5166;;;;;;;;;-13891.71;-13883.57;-396819.35;-396807.89;-363052.84;-363041.38;0;0;;0;0;0;0;0
16.671.412/0001-93;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;16178598.14;18080048.45;-27800;-27800;246000000;44280000;-194300000;-31183374.87;0;0;-17408284.88;-6262936.48;50442513.26;24885937.1;0;0;0;0;0;0;0;0;0;0;50442513.26;24885937.1;1479615.7;1479615.7;0;0;0;0;0;0;1479615.7;1479615.7;;;-1332925.68;-1320364.92;0;0;0;0;0;0;0;0;-20223.42;-20223.42;0;-58387;0;0;-84654.86;-84654.86;0;0;-32803.89;-32803.89;0;0;0;0;0;0;0;-19600;-570716.03;-447106.46;-2041323.88;-1983140.55;49880805.08;24382412.25;24257885.68;23044991.396;;0;16189077.256;-10871692.27;5317384.986;0.667374
16.671.412/0001-93;2024-06-30;1;;;;;;;;;0;0;16853233.28;15928945.5;-51382;-51382;0;0;0;0;0;0;-7046263.08;-10471183.69;9755588.2;5406379.81;;;;;;;;;0;0;9755588.2;5406379.81;1488646.07;1488646.07;;;;;;;1488646.07;1488646.07;;;-1565033.95;-1181038.56;;;;;;;;;-20223.42;-20223.42;-7411.08;-7411.08;;;-481155.32;-481155.32;;;-56318.8;-56318.8;;;0;0;;;-405.92;-405.92;-238585.03;-363111.6;-2369133.52;-2109664.7;8875100.75;4785361.18;29167773.43;27709384.7585;;;36042062.0985;-29463964.53;6578097.5685;1.235681
16.685.929/0001-31;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;76978;69277;;;;;;;76978;69277;;;-1911500;-804507;;;;;;;;;-32571;-30847;;;;;-7589;;;;;;;;;;;;;;;;-1951660;-835354;-1874682;-766077;-766077;0;;;0;0;0;0
16.685.929/0001-31;2024-06-30;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5086.78;5086.78;0;0;0;0;0;0;5086.78;5086.78;0;0;-315000.06;-315000.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-23611.76;-23611.76;0;0;0;0;0;0;0;0;0;0;0;0;-36380.31;-36380.31;-374992.13;-374992.13;-369905.35;-369905.35;-2244587.61;0;;0;0;0;0;0
