CNPJ_Fundo;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
44.625.694/0001-28;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1367.19;-1833.69;-1367.19;-1833.69;0;0;0;0;0;0;0;0;0;0;-1367.19;-1833.69;0;37580.38;55362.39;0;0;0;0;0;55362.39;37580.38;0;0;-254766.44;-345146.66;0;0;0;-20578.28;0;0;0;0;0;0;-11024.23;0;0;0;-14736.46;-13760.95;0;0;0;0;0;0;0;0;0;0;-465.74;0;681242.17;-214.85;400249.3;-379700.74;454244.5;-343954.05;-343954.05;0;;;0;0;0;0
44.625.694/0001-28;2024-06-28;1;0;0;0;0;0;0;0;0;0;0;3027235.14;3027235.09;0;0;0;0;0;0;0;0;-95179760.72;-12228.65;-92152525.58;3015006.44;0;0;0;0;0;0;0;0;0;0;-92152525.58;3015006.44;0;210017.3;62232.14;0;0;0;0;0;62232.14;210017.3;0;0;-349573.96;-350996.96;-14122937.82;0;0;-21255.96;0;0;0;0;0;0;-11385.67;-45000;0;0;-33424.27;-67700.17;0;0;0;0;0;0;0;0;0;0;0;0;28566208.92;0;14048887.2;-484953.09;-78041406.24;2740070.65;2396116.6;2276310.77;;;1632150;-1632150;0;0.681165
44.625.826/0001-11;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319378.87;9362175.56;7772383.88;0;0;-357131.7;0;0;8091762.75;9005043.86;8091762.75;9005043.86;0;127981.54;162803.25;0;0;0;0;0;162803.25;127981.54;-12881.74;0;-675810.83;-676895.87;0;-355388.87;0;0;0;0;0;0;0;0;-25248.36;-42000;0;0;-11540.92;-28779;0;0;0;0;0;0;0;0;0;0;0;0;-52.84;-52.84;-712652.95;-1103116.58;7529031.31;8029908.82;8029908.82;7628413.379;;;8653422.239;-5747045.21;2906377.029;1.077649
44.625.826/0001-11;2024-06-28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49452;9493209.97;-13538298.34;0;0;17952.91;0;0;-13488846.34;9511162.88;-13488846.34;9511162.88;0;49088.57;97197.4;0;0;0;0;0;97197.4;49088.57;0;0;-676034.67;-692167.71;0;0;0;0;0;0;0;0;0;0;-33600;-21000;0;0;-19324.64;-45752.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-728959.31;-758920.65;-14120608.25;8801330.8;16831239.62;15989677.639;;;16585725.959;-13941624.72;2644101.239;0.985413
44.669.639/0001-30;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;0;0;20463.2;0;;0;;0;20463.2;0;20463.2;0;6354.98;6354.98;;;;;;;6354.98;6354.98;;;-17026.8;-19129.53;;;-44613.27;-44613.27;;;;;;;-4619.62;-19000;;;-1153.3;0;;;;;;;;;;;;;-81948.33;-82151.87;-149361.32;-164894.67;-122543.14;-158539.69;-158539.69;0;;0;0;0;0;0
44.669.639/0001-30;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;0;0;19114.36;13836.15;;0;;0;19114.36;13836.15;19114.36;13836.15;22151.38;22151.38;;;;;;;22151.38;22151.38;;;-19248.81;-19248.81;;;-28087.13;-28087.13;;;;;;;-4694.13;0;;;-2327.97;-3481.27;;;;;;;;;;;;;-82637.24;-82637.24;-136995.28;-133454.45;-95729.54;-97466.92;-256006.61;0;;0;0;0;0;0
44.669.639/0001-30;2024-09-30;1;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;13345.52;116517.2;;;;;0;0;13345.52;116517.2;13345.52;116517.2;9791.66;9791.66;;;;;0;0;9791.66;9791.66;;;-14999.66;-14821.59;;;-52851.09;-52851.09;;;;;;;-15403.89;0;;;-3597.47;-3597.47;;;;;;;;;;;;;-80088.49;-80088.49;-166940.6;-151358.64;-143803.42;-25049.78;-25049.78;0;;;0;0;0;0
44.669.674/0001-59;2024-03-31;1;;;;;;;;;0;0;7468248.09;6583192.78;-4916.6;-4916.6;;;;;120000;;-507960.47;-507960.47;7075371.02;6070315.71;;;;;;;;;0;0;7075371.02;6070315.71;;;505846.75;;331990.06;331990.059999995;;;837836.81;331990.06;;;-303655.3;-282817.45;;;-6039.84;-6039.84;;;;;;;;;;;-9101.05;-2424.76;;;;;;;;;;;-16570.05;-16570.05;-132542.69;-15973.07;-467908.93;-323825.17;7445298.9;6078480.6;6078480.6;5774556.57;;;0;0;0;0
44.669.674/0001-59;2024-06-30;1;;;;;;;;;0;0;6129958.01;6455549.19;-4666.01;-4666.01;;;;;;;-37005.96;-36327.31;6088286.04;6414555.87;;;;;;;;;0;0;6088286.04;6414555.87;;;821003.69;;33413.06;33413.06;;;854416.75;33413.06;;;-322418.5;-318922.75;;;-7550;-8950;;;;;;;;;;;-9700.83;-26462.71;-47598.02;-47598.02;-15530.4;-15530.4;;;-3560;-3560;;;;-1501.27;51128.35;43721.81;-355229.4;-378803.34;6587473.39;6069165.59;12147646.19;11540263.8805;;;0.0005;0;0.0005;0
44.674.528/0001-11;2024-03-28;1;0;0;0;0;0;0;0;0;0;0;3034516.39;3365464.64;0;0;0;0;0;0;0;0;-4560;-4560;3029956.39;3360904.64;0;0;0;0;0;0;0;0;0;0;3029956.39;3360904.64;0;0;0;0;41109.45;22277.83;0;0;41109.45;22277.83;;;-138764.45;-142662.35;0;0;-126167.64;-129711.21;0;0;0;0;0;0;0;0;0;0;-21468.4;-14269;0;0;-25000;-25000;0;0;-22750;-22750;0;0;-74.72;-74.72;-13571.89;-11002.87;-347797.1;-345470.15;2723268.74;3037712.32;3037712.32;2885826.704;;0;2885826.704;-3039475.66;-153648.956;0.95
44.674.528/0001-11;2024-06-30;1;;;;;;;;;0;0;4455905.9;3370991;;;;;;;;;4560;;4460465.9;3370991;;;;;;;;;0;0;4460465.9;3370991;;;24964.8999999999;;17749.6500000001;17749.6500000001;;;42714.55;17749.65;;;-138188.37;-136367.35;;;-131769.76;-125450.33;;;;;;;;;;;-8335.95;-30192.02;;;-502.19;-502.19;;;;;;;-240.28;-315;-15714.93;-18336.78;-294751.48;-311163.67;4208428.97;3077576.98;6115638.98;5809857.031;;;6112536.681;-5071390.32;1041146.361;0.999493
44.680.435/0001-08;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;261042.15;645293.86;;;;-3359.4;;183594.18;261042.15;825528.64;261042.15;825528.64;163963.17;110916.28;;;;;;;163963.17;110916.28;;;-128773.21;-128773.23;;;;;;;;;0;0;-3450;;;;-2334.17;;;;-19733.33;;;;;;;;;;-30006.93;-17263.01;-184297.64;-146036.24;240707.68;790408.68;790408.68;750888.246;;;799566.756;-563536.1;236030.656;1.011587
44.680.435/0001-08;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;-72732.1;664341.13;;40470.17;;6308.21;;;-72732.1;711119.51;-72732.1;711119.51;207425.25;361919.51;;;;;;;207425.25;361919.51;;;-145435.07;-145435.07;;;;;;;;;0;0;-3450;-3450;;;-2547.48;-9486.88;;;;;;;;;;;;;-26501.71;-16579.36;-177934.26;-174951.31;-43241.11;898087.71;1657602.08;1574721.976;;0;1574721.976;-1404868.57;169853.406;0.95
44.680.449/0001-13;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;300116.32;111640.7;;;;;;;300116.32;111640.7;300116.32;111640.7;10856.27;10856.27;;;;;;;10856.27;10856.27;;;-38208.85;-38285.67;;;;;;;;;-30526.98;-30526.98;-3450;-3450;;;-778.05;;;;-19733.33;-19733.33;;;;;;;;;-5727.73;-5967.26;-98424.94;-97963.24;212547.65;24533.73;24533.73;23307.0435;;;23307.0435;-327573.53;-304266.4865;0.95
44.680.449/0001-13;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;197151.33;96101;;;;;;;197151.33;96101;197151.33;96101;68692.93;68692.93;;;;;;;68692.93;68692.93;;;-65243.64;-65134.05;;;;;;;;;;;-3450;-3450;;;-1069.66;-4743.42;;;;;;;;;;;;;-4427.3;-5672.08;-74190.6;-78999.55;191653.66;85794.38;344814.24;327573.528;;0;327573.528;-327573.53;-0.002;0.95
44.683.052/0001-85;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;;-42000;;;;;;;;;;;;;;;;-65;;;;;;;;;;;;;;-32107.5;0;-74172.5;0;-74172.5;-74172.5;0;;;0;0;0;0
44.683.052/0001-85;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;1667.78;2327.64;;;;;;;1667.78;2327.64;;;-87000;-48000;;;;;;;;;;;-2250;-2250;;;-836.59;-130;;;;;;;;;;;;;-179.01;-39093;-90265.6;-89473;-88597.82;-87145.36;-161317.86;0;;;0;0;0;0
44.705.818/0001-85;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;-56.4;;-56.4;0;;;;;;;;;0;0;-56.4;0;;;;;;;;;0;0;;;-114157.35;-70728.78;;;;;;;;;;;;;;;-760.7;;;;;;;;;;;;;;;;-114918.05;-70728.78;-114974.45;-70728.78;-70728.78;0;;;0;0;0;0
44.705.818/0001-85;2024-06-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;0;0;0;0
44.728.323/0001-71;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;494305.19;;494305.19;0;;;;;;;;;0;0;494305.19;0;;;;;;;;;0;0;;;-62632.77;-23527.66;;;;;;;;;;;-9000;-9000;;;-12919.39;-49388.16;;;;;;;;;;;;;-1685.51;-823.28;-86237.67;-82739.1;408067.52;-82739.1;-82739.1;0;;;0;0;0;0
44.728.323/0001-71;2024-06-28;1;;;;;;;;;0;0;;;;;;;;;;;639639.1;;639639.1;0;;1409049.54;;;;;;;0;1409049.54;639639.1;1409049.54;;;;;;;;;0;0;;;-59979.59;-64590.64;;;;;;;;;-7773.23;;;;;;-262.54;-12730.28;;;;;;;;;;;;;;;-68015.36;-77320.92;571623.74;1331728.62;1331728.62;1265142.189;;;1265142.189;0;1265142.189;0.95
44.728.452/0001-60;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;0;0;0;0
44.728.452/0001-60;2024-06-28;1;;;;;;;;;0;0;149254.57;149254.57;;;;;;;140000;0;0;-152083.1;289254.57;-2828.53;;;;;;;;;;;289254.57;-2828.53;;;;;;;;;0;0;;;-1155;-1155;;;-750;-750;;;;;;;;;;;-906.59;-3292.29;;;;;;;;;;;;;-440.88;-440.88;-3252.47;-5638.17;286002.1;-8466.7;-8466.7;0;;;0;0;0;0
44.728.520/0001-90;2024-03-28;2;;;;;;;;;0;0;7746.63;7746.63;-6616.87;-15388.87;;;;;;;;-1000000;1129.76;-1007642.24;;;;;;;478.39;;478.39;0;1608.15;-1007642.24;;;;;;;;;0;0;;;-31255.41;-31255.41;;;-33969.36;;;;;;;;;;;;-64245.05;-35936.32;;;;;;;;;;;;;;-49107.29;-129469.82;-116299.02;-127861.67;-1123941.26;-1123941.26;0;;;0;0;0;0
44.728.520/0001-90;2024-06-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;0;0;0;0
45.063.985/0001-32;2024-03-31;1;;;;;;;;;0;0;16521600.09;;;;;;;;;;;;16521600.09;0;-2525273.27;45632.4;-21905971.14;;-63012882.24;;;;-87444126.65;45632.4;-70922526.56;45632.4;;;9348.56;;;;;;9348.56;0;;;-47966.89;-36558.08;;;-6091.71;;;;;;-23983.52;;-124861.58;-74600;;;;-5482.96;-5199.94;;-932.58;;;;-112380;;;;;;-987.21;-925700.94;-322403.43;-1042341.98;-71235581.43;-996709.58;-996709.58;0;;0;0;0;0;0
45.063.985/0001-32;2024-06-30;1;;;;;;;;;0;0;11128410.06;;-116086.77;;;;;;151111.3;;;;11163434.59;0;3128837.73;346420.82;-23430895.06;;-46115627.03;;;;-66417684.36;346420.82;-55254249.77;346420.82;;;1086555.3;;;;;;1086555.3;0;;;-59831.12;-36558.08;;0;-12289.54;0;;0;;0;-29815.75;0;-54856.57;-74600;;0;-6332.35;-5482.96;-20617.43;0;-125729.77;-125729.77;;0;-68740;;;;-89808.77;;-657.05;;-468678.35;-242370.81;-54636372.82;104050.01;-892659.57;0;;0;0;-10900000;-10900000;0
45.105.676/0001-88;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;3119615.58;2939890.72;0;0;0;0;0;0;43923775.45;0;0;0;47043391.03;2939890.72;0;0;-2303313.18;-2198543.43;0;0;-13302.18;81862.37;-2316615.36;-2116681.06;44726775.67;823209.66;0;0;43219.97;6215.91;0;0;0;-6157.21;43219.97;58.7;0;0;-75600;-75600;0;0;-93318.56;-90933.12;0;0;0;0;-8400;-8400;0;0;0;0;-779.5;-418;0;0;0;0;0;0;0;-4551.8;0;0;0;0;-225.5;-225.5;-178323.56;-180128.42;44591672.08;643139.94;643139.94;610982.943;;0;0.003;0;0.003;0
45.105.676/0001-88;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;6294297.82;6077522.74;-4450;-4450;0;0;0;0;44712741.79;0;-16652.39;-16652.39;50985937.22;6056420.35;0;0;-4508061.65;-4341452.32;0;0;-5937.38;186151.07;-4513999.03;-4155301.25;46471938.19;1901119.1;0;0;84196.77;26215.11;0;0;-1255.55;-15583.2;82941.22;10631.91;0;0;-151200;-151200;0;0;-188652.52;-184251.68;0;0;0;0;-16800;-16800;0;-32400;0;0;-5662.99;-21702.66;0;0;0;0;0;0;0;-4551.8;0;0;0;0;-398.28;-398.28;-362713.79;-411304.42;46192165.62;1500446.59;-1500446.59;0;;0;-1500446.59;0;-1500446.59;0
45.105.714/0001-00;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;9417560.12;8565699.06;-1050;-1050;0;0;0;0;40090882.45;0;-1592008.78;-1887130.85;47915383.79;6677518.21;0;0;-17354918.01;-16565502.82;0;0;-571149.23;134734.87;-17926067.24;-16430767.95;29989316.55;-9753249.74;0;0;79545.21;14396.61;0;0;0;-53834.87;79545.21;-39438.26;0;0;-75600;-75600;0;0;-278538.33;-460666.42;0;0;0;0;-8400;-8400;0;0;0;0;-1230.97;-736;0;0;0;0;0;0;0;-9103.6;0;0;0;0;-21180.72;-10863.95;-384950.02;-565369.97;29683911.74;-10358057.97;-10358057.97;0;;0;0;0;0;0
45.105.714/0001-00;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;24150974.87;16707130.71;-118718.17;-118718.17;0;0;0;0;51856830.84;0;-3564357.83;-3795694.54;72324729.71;12792718;0;0;-33967174.37;-32711812.6;0;0;-1163963.65;260695.59;-35131138.02;-32451117.01;37193591.69;-19658399.01;0;0;175329.64;88401.06;0;0;0;-101249.13;175329.64;-12848.07;0;0;-151200;-151200;0;0;-714241.63;-739204.75;0;0;0;0;-16800;-16800;0;-32400;0;0;-10851.62;-42866.29;0;0;-1500;-1500;0;0;0;-9103.6;0;0;-8242.96;-8242.96;-21528.05;-11211.28;-924364.26;-1012528.88;36444557.07;-20683775.96;-20683775.96;0;;0;0;0;0;0
45.106.274/0001-06;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;12514615.96;8804502.07;0;0;0;0;0;0;48558815.63;0;-474847.17;-474847.17;60598584.42;8329654.9;0;0;-33969813.67;-34538019.96;0;0;-1335429.59;204830.7;-35305243.26;-34333189.26;25293341.16;-26003534.36;0;0;56392.34;56564.55;0;0;-77311.69;0;-20919.35;56564.55;0;0;-75600;-75600;0;0;-379258.4;-364969.85;0;0;0;0;-8400;-8400;0;0;0;0;-624.54;-418;0;0;-9896;-125589.03;0;0;0;-11910.36;0;0;-68.25;-1081.48;-6807.06;-6873.66;-480654.25;-594842.38;24791767.56;-26541812.19;-26541812.19;0;;0;0;0;0;0
45.106.274/0001-06;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;25032223.46;21367625.14;-16000;-16000;0;0;0;0;56525214.83;0;786041.32;786729;82327479.61;22138354.14;0;0;-66578391.46;-61858748.37;0;0;-2672982.33;397216.14;-69251373.79;-61461532.23;13076105.82;-39323178.09;0;0;81683.37;88341.11;0;0;-137374.39;-141311.18;-55691.02;-52970.07;0;0;-151200;-151200;0;0;-780367.47;-765989.18;0;0;0;0;-16800;-16800;0;-32400;0;0;-5508.03;-21702.66;0;0;-75683.55;-191376.58;0;0;0;-11910.36;0;0;-68.25;-1081.48;-7092.66;-7026.06;-1036719.96;-1199486.32;11983694.84;-40575634.48;-40575634.48;0;;0;0;0;0;0
45.106.312/0001-12;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;6693119.14;4834941.1;0;0;0;0;0;0;-2619563.7;0;-355918.57;-464252.8;3717636.87;4370688.3;0;0;-8490510.58;-8104306.66;0;0;-241480.2;84394.91;-8731990.78;-8019911.75;-5014353.91;-3649223.45;0;0;30316.15;17475.96;0;0;0;-25364.95;30316.15;-7888.99;0;0;-75600;-75600;0;0;-196301.76;-199863.69;0;0;0;0;-8400;-8400;0;0;0;0;-4859.26;-15101.62;0;0;-2812.5;0;0;0;0;-4551.8;0;0;0;0;-15010.41;-644.79;-302983.93;-304161.9;-5287021.69;-3961274.34;-3961274.34;0;;0;0;0;0;0
45.106.312/0001-12;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;13503423.86;13157992.54;0;0;0;0;0;0;-612323.24;0;-803444.46;-904081.44;12087656.16;12253911.1;0;0;-16617690.4;-16003532.36;0;0;-483352.02;174067.91;-17101042.42;-15829464.45;-5013386.26;-3575553.35;0;0;-105402.4;84004.62;0;0;0;-48209.65;-105402.4;35794.97;0;0;-151200;-151200;0;0;-398493.71;-396165.45;0;0;0;0;-16800;-16800;0;-32400;0;0;-12309.84;-46931.58;0;0;-2812.5;-2812.5;0;0;0;-4551.8;0;0;0;0;-15511.74;9455.46;-597127.79;-641405.87;-5715916.45;-4181164.25;-4181164.25;0;;0;0;0;0;0
45.106.376/0001-13;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;779371.97;764065.81;0;0;0;0;0;0;2632504.89;0;-234782.21;-351976.44;3177094.65;412089.37;0;0;-1011474.27;-965465.79;0;0;-32289.77;8162.47;-1043764.04;-957303.32;2133330.61;-545213.95;0;0;9820.93;-13011.46;0;0;0;0;9820.93;-13011.46;0;0;-75600;-75600;0;0;-23118.48;-23029.18;0;0;0;0;-8400;-8400;0;0;0;0;-386.89;-260;0;0;0;0;0;0;0;-4551.8;0;0;0;0;-243.34;-243.34;-107748.71;-112084.32;2035402.83;-670309.73;-670309.73;0;;0;0;0;0;0
45.106.376/0001-13;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;1581515.16;1553444.66;0;0;0;0;0;0;-1378774.05;0;-596416.9;-713181.5;-393675.79;840263.16;0;0;-1979664.91;-1906500.29;0;0;-64820.13;16813.28;-2044485.04;-1889687.01;-2438160.83;-1049423.85;0;0;18289.6;14367.36;0;0;0;0;18289.6;14367.36;0;0;-151200;-151200;0;0;-47178.31;-46147.66;0;0;0;0;-16800;-16800;0;-32400;0;0;-2754.95;-10266.88;0;0;0;0;0;0;0;-4551.8;0;0;0;0;-410.56;-410.56;-218343.82;-261776.9;-2638215.05;-1296833.39;-1296833.39;0;;0;0;0;0;0
45.120.786/0001-19;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;6042031.42;;;;;;6042031.42;0;6042031.42;0;;;11014.46;11014.46;;;;;11014.46;11014.46;;;-30000;-30000;;0;-925164.04;0;;-45273.6;;0;-15007.27;0;-0.16;-39405;;0;;-4743.86;-4781.79;0;;0;;0;-56592;0;;0;;0;-635.02;-147854;-1032180.28;-267276.46;5020865.6;-256262;-256262;0;;;0;0;0;0
45.120.786/0001-19;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;8394.07;8394.07;;;;;8394.07;8394.07;;;-30000;-30000;;;-786757.52;;;;;;-16923.67;;;;;;-4221.44;-25663.24;-4881.3;;;;;;;;;;;;-657.05;-16456.91;-843440.98;-72120.15;-835046.91;-63726.08;-63726.08;0;;;0;0;0;0
45.123.401/0001-77;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;2206219.68;1520719.37;0;0;0;0;0;0;5582038.36;0;-906206.8;-951766.98;6882051.24;568952.39;0;0;-2247292.17;-2145070.59;0;0;-72840.27;21311.28;-2320132.44;-2123759.31;4561918.8;-1554806.92;0;0;23302.45;2062.54;0;0;0;-5960.49;23302.45;-3897.95;0;0;-75600;-75600;0;0;-60672.96;-59748.37;0;0;0;0;-8400;-8400;0;0;0;0;-622;-418;0;0;0;0;0;0;0;-4551.8;0;0;0;0;-525.33;-525.33;-145820.29;-149243.5;4439400.96;-1707948.37;-1707948.37;0;;0;0;0;0;0
45.123.401/0001-77;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;4412439.36;3543151.52;0;0;0;0;0;0;6571362.02;0;-494223.63;-523954.29;10489577.75;3019197.23;0;0;-4398416.87;-4235859.78;0;0;-149045.91;41016.39;-4547462.78;-4194843.39;5942114.97;-1175646.16;0;0;49990.29;14337.86;0;0;0;-12341.79;49990.29;1996.07;0;0;-151200;-151200;0;0;-121345.92;-120421.33;0;0;0;0;-16800;-16800;0;-32400;0;0;-3873.45;-13903.14;0;0;0;0;0;0;0;-4551.8;0;0;0;0;-5735.67;-755.67;-298955.04;-340031.94;5693150.22;-1513682.03;-1513682.03;0;;0;0;0;0;0
45.123.465/0001-78;2024-03-31;2;;;;;;;;;0;0;2874564;2874564;;;;;;;;;;;2874564;2874564;;;;;;;;;0;0;2874564;2874564;;;84966.22;5848.47;;;;;84966.22;5848.47;;;-54000;-54000;;;;;;;;;-6126.81;-6126.81;;;;;-777.5;-628;;;;;;;;;;;;;;;-60904.31;-60754.81;2898625.91;2819657.66;2819657.66;2678674.777;;;2678674.777;0;2678674.777;0.95
45.123.465/0001-78;2024-06-30;2;;;;;;;;;0;0;10699742.4;4886844;;;;;;;3537763.42;;-40824.76;-40825.26;14196681.06;4846018.74;;;;;;;;;0;0;14196681.06;4846018.74;;;10711.72;;753940.92;313822.99;;;764652.64;313822.99;;;-218218.16;-94280.58;;;;;;;;;-26046.19;-11372.59;;;;;-14586.17;-21501.51;;;-20000;;;;-19200;;;;-2108.86;-217.08;-219.5;-146;-300378.88;-127517.76;14660954.82;5032323.97;5032323.97;4780707.7715;;;0.0015;0;0.0015;0
45.123.558/0001-00;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;6353408.32;6353408;0;0;0;0;0;0;0;0;-13104464.45;0;-6751056.13;6353408;0;0;0;0;0;0;0;0;0;0;-6751056.13;6353408;0;0;48714.42;261076.37;0;0;0;0;48714.42;261076.37;;;-62985.96;-54000;0;0;-4000;-6000;0;0;0;0;-14157.84;-10165.82;-52000;-52000;0;0;-8934.23;-628;0;0;0;0;0;0;-23323.62;-23323.62;0;0;0;0;-61;-61;-165462.65;-146178.44;-6867804.36;6468305.93;6468305.93;6144890.6335;;0;0.0035;0;0.0035;0
45.123.558/0001-00;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;6353408.32;6353408;0;0;0;0;0;0;0;0;-13104464.45;0;-6751056.13;6353408;0;0;0;0;0;0;0;0;0;0;-6751056.13;6353408;0;0;48714.42;261076.37;0;0;0;0;48714.42;261076.37;;;-62985.96;-54000;0;0;-4000;-6000;0;0;0;0;-14157.84;-10165.82;-52000;-52000;0;0;-8934.23;-628;0;0;0;0;0;0;-23323.62;-23323.62;0;0;0;0;-61;-61;-165462.65;-146178.44;-6867804.36;6468305.93;6468305.93;6144890.6335;;0;0.0035;0;0.0035;0
