CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
27.368.617/0001-10;2019-02-01;1;7059721.95;0;0;0;7059721.95;23544041.94;23544041.94;0;0;23544041.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;12213.19;0;0;12213.19;0;25000;0;0;0;0;0;0;0;689929.38;714929.38
27.368.617/0001-10;2019-03-01;1;7151962.08;0;0;0;7151962.08;23545021.94;23545021.94;0;0;23545021.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;11239.15;0;0;11239.15;0;25000;0;0;0;0;0;0;0;51848.03;76848.03
27.368.617/0001-10;2019-04-01;1;7137940.65;0;0;0;7137940.65;23545021.94;23545021.94;0;0;23545021.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;13340.94;0;0;13340.94;0;25000;0;0;0;0;0;0;0;51593.35;76593.35
27.368.617/0001-10;2019-05-01;1;7100123.26;0;0;0;7100123.26;23545021.94;23545021.94;0;0;23545021.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;12213.19;0;0;12213.19;0;25000;0;0;0;0;0;0;0;46549.71;71549.71
27.368.617/0001-10;2019-06-01;1;7086535.96;0;0;0;7086535.96;23545021.94;23545021.94;0;0;23545021.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;39.15;0;0;39.15;0;25000;0;0;0;0;0;0;0;48181.08;73181.08
27.368.617/0001-10;2019-07-01;1;7067787.18;0;0;0;7067787.18;23545021.94;23545021.94;0;0;23545021.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1963.58;0;0;1963.58;0;25000;0;0;0;0;0;0;0;52333.84;77333.84
27.368.617/0001-10;2019-08-01;1;7045644;0;0;0;7045644;23545021.94;23545021.94;0;0;23545021.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;979.01;0;0;979.01;0;25000;0;0;0;0;0;0;0;58255.65;83255.65
27.368.617/0001-10;2019-09-01;1;7013950.67;0;0;0;7013950.67;23545021.94;23545021.94;0;0;23545021.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;25857.2;0;0;0;0;0;0;0;58106.06;83963.26
27.368.617/0001-10;2019-10-01;1;6972841.29;0;0;0;6972841.29;23547665.03;23547665.03;0;0;23547665.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;2028.07;0;0;2028.07;0;25857.2;0;0;0;0;0;0;0;62102.27;87959.47
27.368.617/0001-10;2019-11-01;2;6937505.34;0;0;0;6937505.34;23547665.03;23547665.03;23547665.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1038.77;0;0;1038.77;0;30000;0;0;0;0;0;0;0;49888.78;79888.78
27.368.617/0001-10;2019-12-01;2;6845354.98;100;0;0;6845254.98;31004000;31004000;31004000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;44009.8;0;0;0;0;0;0;0;44980.1;88989.9
27.368.863/0001-72;2019-01-01;1;35.02;35.02;;;;196140979.28;0;;;;;;;;;;;;;;196140979.28;;;;;;;;;;;;;;0;;;;;169636.36;;;;;;;;56039.15;225675.51
27.368.863/0001-72;2019-02-01;1;35.02;35.02;;;;196138507.75;0;;;;;;;;;;;;;;196138507.75;;;;;;;;;;;;;;0;;;;;177636.36;;;;;;;;56039.15;233675.51
27.368.863/0001-72;2019-03-01;1;35.02;35.02;;;;196136113.64;0;;;;;;;;;;;;;;196136113.64;;;;;;;;;;;;;;0;;;;;185636.36;;;;;;;;56039.15;241675.51
27.368.863/0001-72;2019-04-01;1;10035.02;10035.02;;;;196123042.29;0;;;;;;;;;;;;;;196123042.29;;;;;;;;;;;;;;0;;;;;193636.36;;;;;;;;56039.15;249675.51
27.368.863/0001-72;2019-05-01;1;35.02;35.02;;;;196129348.79;0;;;;;;;;;;;;;;196129348.79;;;;;;;;;;;;;;0;;;;;201636.36;;;;;;;;56039.15;257675.51
27.368.863/0001-72;2019-06-01;1;35.02;35.02;;;;196126954.5;0;;;;;;;;;;;;;;196126954.5;;;;;;;;;;;;;;0;;;;;209636.36;;;;;;;;58039.15;267675.51
27.368.863/0001-72;2019-07-01;1;35.02;35.02;;;;196122638.73;0;;;;;;;;;;;;;;196122638.73;;;;;;;;;;;;;;0;;;;;217984.19;;;;;;;;60126.11;278110.3
27.368.863/0001-72;2019-08-01;1;35.02;35.02;;;;196118945.86;0;;;;;;;;;;;;;;196118945.86;;;;;;;;;;;;;;0;;;;;225636.36;;;;;;;;62039.15;287675.51
27.368.863/0001-72;2019-09-01;1;35.02;35.02;;;;196105876.05;0;;;;;;;;;;;;;;196105876.05;;;;;;;;;;;;;;0;;;;;233636.36;;;;;;;;64039.15;297675.51
27.368.863/0001-72;2019-10-01;1;35.02;35.02;;;;196111561.19;0;;;;;;;;;;;;;;196111561.19;;;;;;;;;;;;;;0;;;;;241636.36;;;;;;;;66039.15;307675.51
27.368.863/0001-72;2019-11-01;1;35.02;35.02;;;;196099088.5;0;;;;;;;;;;;;;;196099088.5;;;;;;;;;;;;;;0;;;;;249636.36;;;;;;;;68039.15;317675.51
27.368.863/0001-72;2019-12-01;1;35.02;35.02;;;;196099018.75;0;;;;;;;;;;;;;;196099018.75;;;;;;;;;;;;;;0;;;;;257636.36;;;;;;;;70039.15;327675.51
27.486.542/0001-72;2019-09-01;1;22699088.97;1088.97;;;22698000;130000000;130000000;;130000000;;;;;;;;;;;;;;;;;;;;;;;;;;999961.66;999961.66;;;;7582.58;;;;;;;;33959871.36;33967453.94
27.486.542/0001-72;2019-10-01;1;11011084.43;2830.85;;;11008253.58;156515125;152100000;;152100000;;;;;;;;;;;;4415125;;;;;;;;;;;;;;1357368.89;1353515.67;;3853.22;;112601.95;;6000000;;;;;;76091.58;6188693.53
27.486.542/0001-72;2019-11-01;1;11819618.16;2319.44;;;11817298.72;156602586.22;152100000;;152100000;;;;;;;;;;;;4502586.22;;;;;;;;;;;;;;1439186.02;1363574.92;;75611.1;;103605.42;;6000000;;;;;;120450.9;6224056.32
27.486.542/0001-72;2019-12-01;1;5634779.41;2815.6;;;5631963.81;169742255.55;163500000;;163500000;;;;;;;;;;;;6242255.55;;;;;;;;;;;;;;1077461.4;1077461.4;;;2635000;110019.49;;;;;;;;267308.13;3012327.62
27.529.279/0001-51;2019-01-01;1;3016994;3765.31;0;0;3013228.69;158476632.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134891443.46;0;0;0;0;0;0;23585188.64;;0;0;;0;0;1796053.33;0;0;1796053.33;1102209.84;152079.15;136943.86;0;0;0;0;0;0;1223442.26;2614675.11
27.529.279/0001-51;2019-02-01;2;8090727.43;297;0;0;8090430.43;161739556.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136423161.76;0;0;0;0;0;0;25316395.2;;0;0;;0;0;300191.59;0;0;300191.59;1904643.83;145909.55;242750.75;0;0;0;0;0;0;6137336.59;8430640.72
27.529.279/0001-51;2019-03-01;2;8198869;197;0;0;8198672;154317115.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136041180.29;0;0;0;0;0;0;18275935.51;;0;0;;0;0;3967735.96;0;0;3967735.96;3755556.7;147045.05;194600.24;0;0;0;0;0;0;223197.04;4320399.03
27.529.279/0001-51;2019-04-01;2;32737886.99;194.21;0;0;32737692.78;163630824.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145444779.45;0;0;0;0;0;0;18186045.11;;0;0;;0;0;6728305.83;0;0;6728305.83;3715064.53;163042.85;152884.67;0;0;0;0;0;0;2085917.29;6116909.34
27.529.279/0001-51;2019-05-01;1;155104387.36;229.06;0;0;155104158.3;196315359.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170887263.9;0;0;0;0;0;0;25428095.83;;0;0;;0;0;414412.23;0;0;414412.23;3938219.18;210472.53;669015.79;0;0;0;0;0;0;320428.93;5138136.43
27.529.279/0001-51;2019-06-01;2;45581231.67;209.7;0;0;45581021.97;310168888.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273056179.42;0;0;0;0;0;0;37112709.02;;0;0;;0;0;691776.52;0;0;691776.52;2786801.83;292918.89;1204234.67;0;0;0;0;0;0;294245.9;4578201.29
27.529.279/0001-51;2019-07-01;1;16812065.65;202.72;0;0;16811862.93;346753016.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;307666629.32;0;0;0;0;0;0;39086387.61;;0;0;;0;0;2047620.66;0;0;2047620.66;3061113.71;327956.87;0;0;0;0;0;0;0;9468145.39;12857215.97
27.529.279/0001-51;2019-08-01;1;78171705.39;188.79;0;0;78171516.6;416988194.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;359400484.6;0;0;0;0;0;0;57587709.96;;0;0;;0;0;1956650.02;0;0;1956650.02;3231804.58;263977.76;96533.56;0;0;0;0;0;0;4833961.77;8426277.67
27.529.279/0001-51;2019-09-01;1;28372172.65;185;0;0;28371987.65;505534661.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435211573.81;0;0;0;0;0;0;70323087.99;;0;0;;0;0;5384160.54;0;0;5384160.54;4550339.98;492186.56;1110893.4;0;0;0;0;0;0;3099064.32;9252484.26
27.529.279/0001-51;2019-10-01;1;32960409.63;144.81;0;0;32960264.82;515860521.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456303791.58;0;0;0;0;0;0;59556729.93;;0;0;;0;0;3389959.23;0;0;3389959.23;4917496.96;485097.49;3305455.14;0;0;0;0;0;0;1163688.66;9871738.25
27.529.279/0001-51;2019-11-01;1;11346124.37;221.03;0;0;11345903.34;560187093.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501665748.29;2001378.1;0;0;0;0;0;56519967.22;;0;0;;0;0;23158.67;0;0;23158.67;5837447.87;503421.5;6359374.66;0;0;0;0;0;0;1064541.2;13764785.23
27.529.279/0001-51;2019-12-01;1;31300836.1;191.97;0;0;31300644.13;559912029.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471842081.33;0;0;0;0;0;0;86048770.06;;0;0;;0;2021178.35;15384053.38;0;0;15384053.38;4546029.19;545323.1;12922948.2;0;0;0;0;0;0;3897531.37;21911831.86
27.538.422/0001-71;2019-12-01;3;5098472.27;5098472.27;0;0;0;254705561.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254705561.33;0;0;0;;0;0;;0;0;887748;356286;0;531462;0;15000;0;31635637.6;0;0;23626280;0;0;8523.19;55285440.79
27.538.460/0001-24;2019-01-01;1;33244.56;4001;0;0;29243.56;21864585.52;0;0;0;0;0;0;0;21864585.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;7000;0;0;0;0;0;0;0;27931.41;34931.41
27.538.460/0001-24;2019-02-01;1;383120.85;369944;0;0;13176.85;26365000;26365000;0;0;0;0;0;26365000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;7000;0;0;0;0;0;0;0;28855.81;35855.81
27.538.460/0001-24;2019-03-01;1;62983.33;49817;0;0;13166.33;26665000;26665000;0;0;0;0;0;26665000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;7000;0;0;0;0;0;0;0;29734;36734
27.538.460/0001-24;2019-04-01;1;59323.98;46112.17;0;0;13211.81;26961000;26961000;0;0;0;0;0;26961000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;7000;0;0;0;0;0;0;0;17069.53;24069.53
27.538.460/0001-24;2019-05-01;1;212625.94;1;0;0;212624.94;22159060.86;22159060.86;0;0;0;0;0;22159060.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;7000;0;0;0;0;0;0;0;157144.49;164144.49
27.538.477/0001-81;2019-01-01;1;49300.28;0.99;0;0;49299.29;13440800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;13440800;2114.62;0;0;2114.62;0;4666.66;0;0;0;0;0;0;0;62883.34;67550
27.538.477/0001-81;2019-02-01;1;32879.26;0.99;0;0;32878.27;13440800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;13440800;2144.61;0;0;2144.61;0;4666.66;0;0;0;0;0;0;0;93333.34;98000
27.538.477/0001-81;2019-03-01;1;17252.78;0.99;0;0;17251.79;13440800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;13440800;2114.57;0;0;2114.57;0;4666.66;0;0;0;0;0;0;0;123333.34;128000
27.538.477/0001-81;2019-04-01;1;17199.07;0.99;0;0;17198.08;13440800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;13440800;0;0;0;0;0;9333.32;0;0;0;0;0;0;0;166281.25;175614.57
27.538.477/0001-81;2019-05-01;1;15682.87;0.99;0;0;15681.88;13440800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;13440800;0;0;0;0;0;13999.98;0;0;0;0;0;0;0;205614.59;219614.57
27.538.477/0001-81;2019-06-01;1;15676.73;10.57;0;0;15666.16;13440800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;13440800;0;0;0;0;0;18666.64;0;0;0;0;0;0;0;246447.93;265114.57
27.538.477/0001-81;2019-07-01;1;15680.07;-44.38;0;0;15724.45;13440800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;13440800;0;0;0;0;0;23333.3;0;0;0;0;0;0;0;287281.27;310614.57
27.538.477/0001-81;2019-08-01;1;8204782.92;0;0;0;8204782.92;13440800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;13440800;0;0;0;0;0;27999.96;0;0;0;0;0;0;0;328114.61;356114.57
27.538.477/0001-81;2019-09-01;1;85805.98;850.9;0;0;84955.08;13440800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;13440800;0;0;0;0;0;10444.45;0;0;0;0;0;0;0;40833.34;51277.79
27.538.477/0001-81;2019-10-01;1;96619.14;29569.23;0;0;67049.91;13440800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;13440800;0;0;0;0;0;14000;0;0;0;0;0;0;0;72333.34;86333.34
27.538.477/0001-81;2019-11-01;1;81184.86;29514.28;0;0;51670.58;13440800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;13440800;0;0;0;0;0;14000;0;0;0;0;0;0;0;111666.68;125666.68
27.538.477/0001-81;2019-12-01;1;76521.84;500;0;0;76021.84;13440800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;13440800;0;0;0;0;0;18666.67;0;0;0;0;0;0;0;154777.8;173444.47
27.539.729/0001-97;2019-03-01;1;390230.28;183.33;0;0;390046.95;979227.52;960000;0;960000;0;0;0;0;0;0;0;0;0;0;0;0;0;19227.52;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;3947;0;0;0;0;0;0;0;1732.78;5679.78
27.539.729/0001-97;2019-04-01;1;4120.43;4120.43;0;0;0;1341733.92;960000;0;960000;0;0;0;0;0;0;0;0;0;0;0;0;0;381733.92;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;15000;0;0;0;0;0;0;0;6740.68;21740.68
27.539.729/0001-97;2019-05-01;1;7909.91;7909.91;0;0;0;1638929.51;1280000;0;1280000;0;0;0;0;0;0;0;0;0;0;0;0;0;358929.51;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;14000;0;0;0;0;0;0;0;9034.26;23034.26
27.539.729/0001-97;2019-06-01;1;6870.91;6870.91;0;0;0;1619227.52;1600000;0;1600000;0;0;0;0;0;0;0;0;0;0;0;0;0;19227.52;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;14000;0;0;0;0;0;0;0;10333.2;24333.2
27.539.729/0001-97;2019-07-01;1;6870.91;6870.91;0;0;0;1619227.52;1600000;0;1600000;0;0;0;0;0;0;0;0;0;0;0;0;0;19227.52;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;14000;0;0;0;0;0;0;0;10333.2;24333.2
27.539.729/0001-97;2019-08-01;1;22758.73;22758.73;0;0;0;1600000;1600000;0;1600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;-14000;0;0;0;0;0;0;0;-12640.8;-26640.8
27.539.729/0001-97;2019-09-01;1;39400.81;39400.81;0;0;0;1600000;1600000;0;1600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;-14000;0;0;0;0;0;0;0;-9867.76;-23867.76
27.539.729/0001-97;2019-10-01;1;201657.92;201657.92;0;0;0;2840000;2840000;0;2840000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;14000;0;0;0;0;0;0;0;14295.22;28295.22
27.539.729/0001-97;2019-11-01;1;215116.91;215116.91;0;0;0;4319944.38;4319944.38;0;4319944.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;15000;0;0;0;0;0;0;0;72833.14;87833.14
27.539.729/0001-97;2019-12-01;1;85441.82;85441.82;0;0;0;8655709.38;8655709.38;0;2255709.38;0;0;6400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;-15000;0;-62485.02;0;0;0;0;0;-60748.5;-138233.52
27.602.955/0001-75;2019-01-01;1;1119633.9;1572.07;1118061.83;0;0;32442000;32442000;0;0;0;32442000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;2011.62;0;0;2011.62;0;0;0;0;0;0;0;0;0;9098028.75;9098028.75
27.602.955/0001-75;2019-02-01;1;1094611.28;1432.45;1093178.83;0;0;32504732.75;32504732.75;0;0;0;32504732.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;939.81;0;0;939.81;0;0;0;0;0;0;0;0;0;30896.44;30896.44
27.602.955/0001-75;2019-03-01;1;1063822.17;8081.71;1055740.46;0;0;32504732.75;32504732.75;0;0;0;32504732.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32852.31;32852.31
27.602.955/0001-75;2019-04-01;1;1151892.13;3437.94;1148454.19;0;0;32504732.75;32504732.75;0;0;0;32504732.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1879.62;0;0;1879.62;0;0;0;0;0;0;0;0;0;34033.44;34033.44
27.602.955/0001-75;2019-05-01;1;1123775.15;3729.21;1120045.94;0;0;32504732.75;32504732.75;0;0;0;32504732.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;939.81;0;0;939.81;0;0;0;0;0;0;0;0;0;35853.37;35853.37
27.602.955/0001-75;2019-06-01;1;1091128.19;3002.88;1088125.31;0;0;32504732.75;32504732.75;0;0;0;32504732.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37679.47;37679.47
27.602.955/0001-75;2019-07-01;1;641044.43;3496.87;637547.56;0;0;32504732.75;32504732.75;0;0;0;32504732.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39500.95;39500.95
27.602.955/0001-75;2019-08-01;1;610984.88;3054.3;607930.58;0;0;32538867.88;32538867.88;0;0;0;32538867.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41012.64;41012.64
27.602.955/0001-75;2019-09-01;1;541215.41;1708.83;539506.58;0;0;32541823.44;32541823.44;0;0;0;32541823.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42749.43;42749.43
27.602.955/0001-75;2019-10-01;1;664359.14;1006.66;663352.48;0;0;32544779;32544779;0;0;0;32544779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1879.62;0;0;1879.62;0;0;0;0;0;0;0;0;0;44231.34;44231.34
27.602.955/0001-75;2019-11-01;1;466747.26;7798.21;458949.05;0;0;32586779;32586779;0;0;0;32586779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;939.81;0;0;939.81;0;0;0;0;0;0;0;0;0;42658.85;42658.85
27.602.955/0001-75;2019-12-01;2;401198.41;1748.96;399449.45;0;0;10850031;10850031;0;0;0;10850031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42440.28;42440.28
27.771.568/0001-62;2019-01-01;1;2493917.59;1;;;2493916.59;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;955478.99;;;955478.99;;20000;;;;;;;;6932.54;26932.54
27.771.568/0001-62;2019-02-01;1;2458350.5;1;;;2458349.5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;978223.21;;;978223.21;;20000;;;;;;;;4133.5;24133.5
27.771.568/0001-62;2019-03-01;1;229356.6;1;;;229355.6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;978756.3;;;978756.3;;20000;;;;;;;;4751.95;24751.95
27.771.568/0001-62;2019-04-01;1;194274.29;1;;;194273.29;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;994435.71;;;994435.71;;20000;;;;;;;;5435.5;25435.5
27.771.568/0001-62;2019-05-01;1;126346.79;1;;;126345.79;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1039080.1;;;1039080.1;;20000;;;;;;;;2701.6;22701.6
27.771.568/0001-62;2019-06-01;1;90503.73;1;;;90502.73;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1053766.81;;;1053766.81;;20000;;;;;;;;3320.05;23320.05
27.771.568/0001-62;2019-07-01;1;54831.48;1;;;54830.48;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1069451.74;;;1069451.74;;20000;;;;;;;;4068.58;24068.58
27.771.568/0001-62;2019-08-01;1;19827.5;1;;;19826.5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1084101.28;;;1084101.28;;20000;;;;;;;30178.36;4784.57;54962.93
27.771.568/0001-62;2019-09-01;1;4208.3;1;;;4207.3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1098766.81;;;1098766.81;;39379.74;;;;;;;30178.36;5468.02;75026.12
27.771.568/0001-62;2019-10-01;1;3224.55;69.5;;;3155.05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1099442.78;;;1099442.78;;59379.74;;;;;;;30178.36;6216.55;95774.65
27.771.568/0001-62;2019-11-01;1;3112;1;;;3111;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1099113;;;1099113;;79379.74;;;;;;;30178.36;6867.45;116425.55
27.771.568/0001-62;2019-12-01;1;2987.64;2987.64;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1098766.81;;;1098766.81;;99379.74;;;;;;;30178.36;7000;136558.1
27.771.586/0001-44;2019-01-01;1;793379.42;1;0;0;793378.42;18658046.97;775700;0;0;0;775700;0;0;0;0;0;0;0;0;0;0;0;0;0;17882346.97;0;0;0;;0;0;;0;0;843.45;0;0;843.45;0;25000;0;0;0;0;0;0;0;6631.13;31631.13
27.771.586/0001-44;2019-02-01;1;758148.83;1;0;0;758147.83;18658046.97;775700;0;0;0;775700;0;0;0;0;0;0;0;0;0;0;0;0;0;17882346.97;0;0;0;;0;0;;0;0;716.31;0;0;716.31;0;25000;0;0;0;0;0;0;0;3953.73;28953.73
27.771.586/0001-44;2019-03-01;1;735789.46;1;0;0;735788.46;18658046.97;775700;0;0;0;775700;0;0;0;0;0;0;0;0;0;0;0;0;0;17882346.97;0;0;0;;0;0;;0;0;410.9;0;0;410.9;0;26526.98;0;0;0;0;0;0;0;4545.2;31072.18
27.771.586/0001-44;2019-04-01;1;680060.25;1;0;0;680059.25;18658046.97;775700;0;0;0;775700;0;0;0;0;0;0;0;0;0;0;0;0;0;17882346.97;0;0;0;;0;0;;0;0;2245.12;0;0;2245.12;0;31897.26;0;0;0;0;0;0;0;5198.93;37096.19
27.771.586/0001-44;2019-05-01;1;645088.71;1;0;0;645087.71;18658046.97;775700;0;0;0;775700;0;0;0;0;0;0;0;0;0;0;0;0;0;17882346.97;0;0;0;;0;0;;0;0;4246.55;0;0;4246.55;0;25000;0;0;0;0;0;0;0;2583.79;27583.79
27.771.586/0001-44;2019-06-01;1;614027.31;1;0;0;614026.31;18658946.97;776600;0;0;0;776600;0;0;0;0;0;0;0;0;0;0;0;0;0;17882346.97;0;0;0;;0;0;;0;0;3627.18;0;0;3627.18;0;25154.22;0;0;0;0;0;0;0;3175.26;28329.48
27.771.586/0001-44;2019-07-01;1;586022.52;1;0;0;586021.52;18658946.97;776600;0;0;0;776600;0;0;0;0;0;0;0;0;0;0;0;0;0;17882346.97;0;0;0;;0;0;;0;0;5274.06;0;0;5274.06;0;10000;0;0;0;0;0;0;0;35485.1;45485.1
27.771.586/0001-44;2019-08-01;1;550338.98;1;0;0;550337.98;18658946.97;776600;0;0;0;776600;0;0;0;0;0;0;0;0;0;0;0;0;0;17882346.97;0;0;0;;0;0;;0;0;5998.96;0;0;5998.96;0;10000;0;0;0;0;0;0;0;34732.7;44732.7
27.771.586/0001-44;2019-09-01;1;515925.25;1;0;0;515924.25;18658946.97;776600;0;0;0;776600;0;0;0;0;0;0;0;0;0;0;0;0;0;17882346.97;0;0;0;;0;0;;0;0;3978.15;0;0;3978.15;0;10000;0;0;0;0;0;0;0;31787.75;41787.75
