CNPJ_Fundo;Data_Referencia;Versao;Numero_Processo;Valores;Causa_Contingencia
07.352.632/0001-63;2018-12-01;1;1022074-38.2017.8.26.0001 (0016641-36.2018.8.26.0001);14714.76;Em princípio, sem contingência passiva, na medida em que Fundo/Eventuais antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
07.352.632/0001-63;2018-12-01;1;1022043-18.2017.8.26.0001 (0010636-95.2018.8.26.0001);9566.52;Em princípio, sem contingência passiva, na medida em que Fundo/Eventuais antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
07.352.632/0001-63;2018-12-01;1;1022036-26.2017.8.26.0001;23637.48;Em princípio, sem contingência passiva, na medida em que Fundo/Eventuais antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
07.352.632/0001-63;2018-12-01;1;1021577-24.2017.8.26.0001;14706.96;Em princípio, sem contingência passiva, na medida em que Fundo/Eventuais antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
07.352.632/0001-63;2018-12-01;1;1021574-69.2017.8.26.0001 (0026200-17.2018.8.26.0001);42418.32;Em princípio, sem contingência passiva, na medida em que Fundo/Eventuais antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
07.352.632/0001-63;2018-12-01;1;1020750-13.2017.8.26.0001 (0024148-82.2017.8.26.0001);9421.44;Em princípio, sem contingência passiva, na medida em que Fundo/Eventuais antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
07.352.632/0001-63;2018-12-01;1;1020751-95.2017.8.26.0001 (0026216-05.2017.8.26.0001);21129.36;Em princípio, sem contingência passiva, na medida em que Fundo/Eventuais antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
07.583.627/0001-61;2018-12-01;1;N/A;0;N/A
07.583.627/0001-61;2018-12-01;1;N/A;0;N/A
07.583.627/0001-61;2018-12-01;1;N/A;0;N/A
07.583.627/0001-61;2018-12-01;1;N/A;0;N/A
07.583.627/0001-61;2018-12-01;1;N/A;0;N/A
08.098.114/0001-28;2018-06-01;1;0254780-83.2009.8.19.0001 (2009.001.255527-3);63910.36;Em princípio, sem contingência passiva, na medida em que Fundo/Seus antecessores não está no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
08.098.114/0001-28;2018-06-01;1;0377216-05.2013.8.19.0001;693864.48;De acordo com parecer do escritório, não há valor em risco. Tratando-se de renovatória adstrita ao valor do aluguel não há como fixar valor financeiro em risco.Trata-se de demanda em fase de encerramento.
08.098.114/0001-28;2018-06-01;1;0022642-46.2010.4.02.5101;576000;De acordo com parecer do escritório, não há valor em risco. Tratando-se de renovatória adstrita ao valor do aluguel não há como fixar valor financeiro em risco.Trata-se de demanda em que o autor requereu a desistência da demanda e o imóvel foi já vendido.
08.098.114/0001-28;2018-06-01;1;0704083-67.2012.8.02.0001;97972.56;Não há risco de perda financeira, apenas de se ter de aceitar valor consignado pela autora nos autos.
08.098.114/0001-28;2018-06-01;1;0313178-23.2009.8.19.0001 (2009.001.314055-0);72761.27;Em princípio, sem contingência passiva, na medida em que Fundo/Seus antecessores não está no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
08.924.783/0001-01;2018-12-01;3;0011230-59.2009.8.26.0152 (152.01.2009.011230);55098.8;Em princípio, sem contingência passiva, na medida em que Fundo/Seus antecessores não está no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
08.924.783/0001-01;2018-12-01;3;1013037-20.2018.8.26.0011;3954905.04;Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu.
08.924.783/0001-01;2018-12-01;3;0100307-05.2018.5.01.0025;24272.97;Em caso de condenação, será reconhecida a responsabilidade subsidiária do Banco BTG Pactual S.A., proporcionalmente ao período de prestação de serviços. O BTG apenas será intimado para pagamento de valores se a devedora principal (Personal Service RH) não quitar a execução.
08.924.783/0001-01;2018-12-01;3;1085172-54.2018.8.26.0100;901519.09;Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
08.924.783/0001-01;2018-12-01;3;0101711-87.2017.5.01.0070;38000;Em caso de condenação, será reconhecida a responsabilidade subsidiária do BTG Pactual Holding, o qual será intimado para pagamento de valores apenas se a devedora principal (Personal Service RH) não quitar a execução.
08.924.783/0001-01;2018-12-01;3;1074630-11.2017.8.26.0100;89242.15;Risco em condenação que determine ao réu/polo passivo o pagamento de valores ou o cumprimento de obrigações de fazer, não fazer e outras  pleiteados na inicial, com a consequente condenação em custas e honorários advocatícios.
08.924.783/0001-01;2018-12-01;3;1047511-78.2017.8.26.0002;230076.86;Na hipótese de perda e reconhecimento da condição de devedor solidário, poderá o FII Corporate arcar solidariamente com as dívidas da Valor.
08.924.783/0001-01;2018-12-01;3;0177996-84.2017.8.19.0001;3661.14;O valor depositado nos autos de R$ 3.661,14 além de honorários advocatícios a ser estipulado entre 10 a 20% do valor da causa.
08.924.783/0001-01;2018-12-01;3;0124603-50.2017.8.19.0001;982.35;O valor depositado nos autos de R$ 982,35, além de honorários advocatícios a ser estipulado entre 10 a 20% do valor da causa.
08.924.783/0001-01;2018-12-01;3;1062877-28.2015.8.26.0100;757951.18;Em princípio, sem contingência passiva, na medida em que Fundo/Seus antecessores não está no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
08.924.783/0001-01;2018-12-01;3;0039225-05.2012.8.19.0001;884832;Em princípio, sem contingência passiva, na medida em que Fundo/Seus antecessores não está no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.276.964/0001-31;2018-12-01;1;1016113-17.2014.8.26.0068;478609.86;Em princípio, sem contingência passiva, na medida em que Fundo/Seus antecessores não está no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;0716133-44.1998.8.26.0100;26280;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1001633-67.2018.5.02.0050;15010;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1001626-22.2018.5.02.0003;51507.75;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1001561-30.2018.5.02.0002;48086.57;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1001507-58.2018.5.02.0004;18079.35;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1133528-80.2018.8.26.0100;156180.83;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1132090-19.2018.8.26.0100;4608.96;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1050384-92.2017.8.26.0053;100000;Trata-se de demanda de cunho fiscal, que questiona a inclusão de ICMS nas tarifas TUSD e TUSC relativas a energia elétrica.Eventual jugalmento contrário pode afetar o valor da tributação devida em conta de energia desde o início da ação. No momento, não há valores apurados .
09.326.861/0001-39;2018-12-01;1;1001458-70.2018.5.02.0051;85638.06;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1001368-042018.5.02.0717;30878.04;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1122728-90.2018.8.26.0100;18000;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1121757-08.2018.8.26.0100;108759.36;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1119811-98.2018.8.26.0100;41389.2;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1034694-48.2018.8.26.0001;87382.59;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1033783-36.2018.8.26.0001;31878.67;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1117235-35.2018.8.26.0100;76492.47;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1113506-35.2017.8.26.0100;179613.57;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel. Custas e honorários advocatícios podem ser considerados devidos.
09.326.861/0001-39;2018-12-01;1;1112167-07.2018.8.26.0100;8801.38;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1024904-22.2018.8.26.0007;6229.68;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1014632-78.2018.8.26.0100;17300;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel. Custas e honorários advocatícios podem ser considerados devidos.
09.326.861/0001-39;2018-12-01;1;1001340-37.2018.5.02.0070;78423.34;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000316-66.2018.5.02.0201;68000;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1001181-80.2018.5.02.0010;66500;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1001165-38.2018.5.02.0007;113710.98;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1001136-47.2018.5.02.0052;48374.35;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1001216-51.2018.5.02.0071;96506.98;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000031-85.2018.5.02.0003;192967.57;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1075589-84.2014.8.26.0100;82270.65;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel. Custas e honorários advocatícios podem ser considerados devidos.
09.326.861/0001-39;2018-12-01;1;1000931-79.2018.5.02.0064;33453.59;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000918-55.2018.5.02.0040;82850.49;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000892-97.2018.5.02.0059;56724.68;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000879-66.2018.5.02.0005;117562.51;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1002191-18.2017.5.02.0036;138816.74;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000682-24.2018.5.02.0034;59668.33;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000653-61.2018.5.02.0005;11300.06;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1064095-86.2018.8.26.0100;1658.72;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1052395-16.2018.8.26.0100;108841.5;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1054573-35.2018.8.26.0100;20838.39;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
09.326.861/0001-39;2018-12-01;1;1000458-10.2018.5.02.0027;38207.96;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000386-57.2018.5.02.0048;37019.69;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000385-32.2018.5.02.0029;99058.28;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000376-71.2018.5.02.0061;37549.28;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000371-34.2018.5.02.0066;13011.67;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000367-29.2018.5.02.0023;34372.28;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000310-03.2018.5.02.0058;436781.52;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1086267-56.2017.8.26.0100;40000;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel. Custas e honorários advocatícios podem ser considerados devidos.
09.326.861/0001-39;2018-12-01;1;1001255-26.2017.5.02.0025;77647.45;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000310-08.2018.5.02.0024;27721.17;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000256-10.2018.5.02.0067;32451.15;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000254-23.2018.5.02.0008;413398.37;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000240-86.2018.5.02.0057;25395.55;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000151-20.2018.5.02.0039;154396.38;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
09.326.861/0001-39;2018-12-01;1;1000113-72.2018.5.02.0050;48071.83;Em princípio, não há impacto direto para o condomínio ou o fundo imobiliário, vez que o Shopping possui responsabilidade subsidiária em razão da existência de um primeiro reclamado. Em caso de não pagamento pelo primeiro reclamado, há risco de a condenação precisar ser arcada pelo Shopping, com eventual direto de regresso contra a empresa contratante, se aplicável na forma da lei e do contrato entre as partes.
