CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Setor_Atuacao;Percentual_Receita_Imovel;Percentual_Receitas_FII
15.576.907/0001-70;2024-06-30;2;Caixa - Rio do A - Campo Grande/RJ;Bancário;1;0.007906
15.576.907/0001-70;2024-06-30;2;Itaú - Leblon - Rio de Janeiro/RJ;Outros;1;0.01329
15.576.907/0001-70;2024-06-30;2;Caixa - Pedro Vicente - São Paulo/SP;Bancário;1;0.00847
15.576.907/0001-70;2024-06-30;2;Caixa - Páteo do Colégio - São Paulo/SP;Bancário;1;0.009623
15.576.907/0001-70;2024-06-30;2;GPA - Brooklin - São Paulo/SP;Alimentício;1;0.013725
15.576.907/0001-70;2024-06-30;2;GPA - Parnamirim - Recife/PE;Alimentício;1;0.010898
15.576.907/0001-70;2024-06-30;2;GPA - Vila Rossi e Borchi - Campinas/SP;Alimentício;1;0.009168
15.576.907/0001-70;2024-06-30;2;GPA - Centro - Guarujá/SP;Alimentício;1;0.008047
15.576.907/0001-70;2024-06-30;2;GPA - Centro - São Bernardo do Campo/SP;Alimentício;1;0.006902
15.576.907/0001-70;2024-06-30;2;GPA - Asa Sul  - Brasilia/DF;Alimentício;1;0.006799
15.576.907/0001-70;2024-06-30;2;GPA - Pinheiros  - São Paulo/SP;Alimentício;1;0.008502
15.576.907/0001-70;2024-06-30;2;Caixa - Santa Cecília - São Paulo/SP;Bancário;1;0.006827
15.576.907/0001-70;2024-06-30;2;GPA - Tatuapé - São Paulo/SP;Alimentício;1;0.018965
15.576.907/0001-70;2024-06-30;2;Assaí - Guarulhos - Guarulhos/SP;Alimentício;1;0.051424
15.576.907/0001-70;2024-06-30;2;Assaí - Jardim Apolo - São José dos Campos/SP;Alimentício;1;0.055988
15.576.907/0001-70;2024-06-30;2;Coco Bambu - Haddock Lobo - São Paulo/SP;Restaurante;1;0.00508
15.798.220/0001-80;2024-03-28;1;Imóvel 1;Setor1;0;0
15.798.220/0001-80;2024-03-28;1;Imóvel 1;Setor2;0;0
15.798.220/0001-80;2024-03-28;1;Imóvel 1;Setor3;0;0
15.798.220/0001-80;2024-03-28;1;Imóvel 1;SetorN;0;0
15.798.220/0001-80;2024-06-28;2;Imóvel 1;Setor1;0;0
15.798.220/0001-80;2024-06-28;2;Imóvel 1;Setor2;0;0
15.798.220/0001-80;2024-06-28;2;Imóvel 1;Setor3;0;0
15.798.220/0001-80;2024-06-28;2;Imóvel 1;SetorN;0;0
15.799.397/0001-09;2024-03-31;1;CEO Corporate Executive Offices;Telecomunicações;1;0.97273608327846
15.799.397/0001-09;2024-06-30;1;CEO Corporate Executive Offices;Telecomunicações;1;0.96398981365485
16.671.412/0001-93;2024-03-31;1;Multimodal D Caxias;Indústria;1;0.144624
16.671.412/0001-93;2024-03-31;1;Multimodal D Caxias - Pátio;Indústria;1;0.036221
16.671.412/0001-93;2024-03-31;1;One Park;Indústria;1;0.25547
16.671.412/0001-93;2024-03-31;1;Galpão Guarulhos;Serviços;0.412068;0.036706
16.671.412/0001-93;2024-03-31;1;Galpão Guarulhos;Indústria;0.587932;0.052371
16.671.412/0001-93;2024-03-31;1;Galpão Contagem;Serviços;1;0.404606
16.671.412/0001-93;2024-06-30;1;One Park;Indústria;1;0.287646
16.671.412/0001-93;2024-06-30;1;Galpão Guarulhos;Serviços;0.412068;0.042614
16.671.412/0001-93;2024-06-30;1;Galpão Guarulhos;Indústria;0.587932;0.058116
16.671.412/0001-93;2024-06-30;1;Galpão Contagem;Serviços;1;0.454687
16.671.412/0001-93;2024-06-30;1;Galpão Guarulhos 2;Serviços;0.536143;0.023919
16.671.412/0001-93;2024-06-30;1;Galpão Guarulhos 2;Logística;0.306324;0.013666
16.671.412/0001-93;2024-06-30;1;Galpão Guarulhos 2;Indústria;0.157533;0.007028
16.671.412/0001-93;2024-06-30;1;Galpão Feira de Santana;Indústria;1;0.031619
16.802.320/0001-03;2024-03-31;1;Ed. The Corporate Macaé;Indústria;1;0.617266
16.802.320/0001-03;2024-06-30;1;Ed. The Corporate Macaé;Indústria;0;0.0063206
17.007.443/0001-07;2024-03-31;1;Centro Diagnostico Fleury II - Pinheiros;Serviços Médico - Hospitalares;0.61050600277466;0.00659588095354
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO A;Apartamentos;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO A;Berçário;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO A;UTI;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO A;Lanchonete;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO B;Centro Cirurgico;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO B;UTI neo natal;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO B;Banco de Leite;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO B;Area de isolamento;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO C e E;UTI;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO C e E;Leitos maternidade;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO C e E;Endoscopia;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO C e E;Sala de Ultrason;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO D;Apartamento;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO D;Raio X;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO D;Radiologia;0;0
17.025.970/0001-44;2024-03-31;1;Hospital São Luiz - BLOCO D;Ressonancia Magnetica;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO A;Apartamentos;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO A;Berçário;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO A;UTI;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO A;Lanchonete;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO B;Centro Cirurgico;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO B;UTI neo natal;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO B;Banco de Leite;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO B;Area de isolamento;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO C e E;UTI;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO C e E;Leitos maternidade;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO C e E;Endoscopia;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO C e E;Sala de Ultrason;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO D;Apartamento;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO D;Raio X;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO D;Radiologia;0;0
17.025.970/0001-44;2024-06-30;1;Hospital São Luiz - BLOCO D;Ressonancia Magnetica;0;0
17.144.039/0001-85;2024-03-28;1;Edifício Jatobá - 50%;Locação de equipamentos;0.548861;0.541128
17.144.039/0001-85;2024-03-28;1;Edifício Jatobá - 50%;Aviação;0.3602;0.355125
17.144.039/0001-85;2024-06-30;1;Edifício Jatobá - 50%;Aviação;0.500976;0.483656
17.144.039/0001-85;2024-06-30;1;Edifício Jatobá - 50%;Locação de equipamentos;0.321639;0.31052
17.144.039/0001-85;2024-06-30;1;Edifício Jatobá - 50%;Auditoria;0.144823;0.139816
17.161.979/0001-82;2024-03-31;1;Ed.Berlioz;Telefonia;1;0.323103
17.161.979/0001-82;2024-03-31;1;Ed.Berlioz;Engenharia;1;0.015801
17.161.979/0001-82;2024-03-31;1;Ed.Berlioz;Tecnologia;1;0.015709
17.161.979/0001-82;2024-03-31;1;Ed.Berlioz;Vestuário e acessórios;0;0
17.161.979/0001-82;2024-03-31;1;Ed.Berlioz;lojas vagas;0;0
17.161.979/0001-82;2024-03-31;1;Ed.Berlioz;Vestuário e acessórios;1;0.005199
17.161.979/0001-82;2024-03-31;1;Ed.Berlioz;estacionamento;1;0.001758
17.161.979/0001-82;2024-03-31;1;Ed.Berlioz;salas vagas;0;0
17.161.979/0001-82;2024-03-31;1;Ed.Century Tower;Engenharia;1;0.011126
17.161.979/0001-82;2024-03-31;1;Ed.Century Tower;Serviços advocatícios;1;0.009056
17.161.979/0001-82;2024-03-31;1;Ed.Century Tower;Consultoria empresarial;1;0.015658
17.161.979/0001-82;2024-03-31;1;Ed.Century Tower;Consultoria financeira;1;0.00989
17.161.979/0001-82;2024-03-31;1;Ed.Century Tower;Serviços advocatícios;1;0.014068
17.161.979/0001-82;2024-03-31;1;Ed.Century Tower;Serviços advocatícios;1;0.008289
17.161.979/0001-82;2024-03-31;1;Ed.Prime Savassi;Turismo;1;0.014834
17.161.979/0001-82;2024-03-31;1;Ed.Prime Savassi;Embalagens;1;0.008653
17.161.979/0001-82;2024-03-31;1;Ed.Prime Savassi;Engenharia;1;0.009015
17.161.979/0001-82;2024-03-31;1;Ed.Prime Savassi;Engenharia;1;0.010226
17.161.979/0001-82;2024-03-31;1;Ed.Renaissance;Saúde;1;0.037064
17.161.979/0001-82;2024-03-31;1;Ed.Renaissance;Holding;0;0
17.161.979/0001-82;2024-03-31;1;Ed.Severo Antunes;Comércio de Eletrônicos;1;0.017107
17.161.979/0001-82;2024-03-31;1;Predio;Comércio varejista;1;0.1523
17.161.979/0001-82;2024-03-31;1;Shopping Diamond Mall;Vestuário;0.403463;0.104547
17.161.979/0001-82;2024-03-31;1;Shopping Diamond Mall;Artigos Diversos;0.246361;0.063838
17.161.979/0001-82;2024-03-31;1;Shopping Diamond Mall;Alimentação;0.144219;0.037371
17.161.979/0001-82;2024-03-31;1;Edifício Lafayette;Serviços Financeiros;0;0
17.161.979/0001-82;2024-06-30;1;Ed.Berlioz;Telefonia;1;0.336025
17.161.979/0001-82;2024-06-30;1;Ed.Berlioz;Engenharia;1;0.016433
17.161.979/0001-82;2024-06-30;1;Ed.Berlioz;Tecnologia;1;0.016337
17.161.979/0001-82;2024-06-30;1;Ed.Berlioz;moda;0;0
17.161.979/0001-82;2024-06-30;1;Ed.Berlioz;comércio;0;0
17.161.979/0001-82;2024-06-30;1;Ed.Berlioz;Vestuário e acessórios;1;0.010231
17.161.979/0001-82;2024-06-30;1;Ed.Berlioz;estacionamento;1;0.000298
17.161.979/0001-82;2024-06-30;1;Ed.Berlioz;engenharia;0;0
17.161.979/0001-82;2024-06-30;1;Ed.Berlioz;locação de imóveis;0;0
17.161.979/0001-82;2024-06-30;1;Ed.Century Tower;Engenharia;1;0.011571
17.161.979/0001-82;2024-06-30;1;Ed.Century Tower;Serviços advocatícios;1;0.009664
17.161.979/0001-82;2024-06-30;1;Ed.Century Tower;Consultoria empresarial;1;0.016845
17.161.979/0001-82;2024-06-30;1;Ed.Century Tower;Consultoria financeira;1;0.010037
17.161.979/0001-82;2024-06-30;1;Ed.Century Tower;Serviços advocatícios;1;0.014631
17.161.979/0001-82;2024-06-30;1;Ed.Century Tower;Serviços advocatícios;1;0.00862
17.161.979/0001-82;2024-06-30;1;Ed.Prime Savassi;Turismo;1;0.015428
17.161.979/0001-82;2024-06-30;1;Ed.Prime Savassi;Embalagens;1;0.008999
17.161.979/0001-82;2024-06-30;1;Ed.Prime Savassi;Engenharia;1;0.009965
17.161.979/0001-82;2024-06-30;1;Ed.Prime Savassi;Engenharia;1;0.010635
17.161.979/0001-82;2024-06-30;1;Ed.Renaissance;Saúde;1;0.038546
17.161.979/0001-82;2024-06-30;1;Ed.Renaissance;Holding;0;0
17.161.979/0001-82;2024-06-30;1;Ed.Severo Antunes;Comércio de Eletrônicos;1;0.017791
17.161.979/0001-82;2024-06-30;1;Predio;Comércio varejista;1;0.158391
17.161.979/0001-82;2024-06-30;1;Shopping Diamond Mall;Vestuário;0.371284;0.084381
17.161.979/0001-82;2024-06-30;1;Shopping Diamond Mall;Artigos Diversos;0.250884;0.057018
17.161.979/0001-82;2024-06-30;1;Shopping Diamond Mall;Alimentação;0.158805;0.036091
17.161.979/0001-82;2024-06-30;1;Edifício Lafayette;Serviços Financeiros;0;0
17.198.500/0001-82;2024-03-28;1;Fazenda São Roberto II;Agropecuária;0;0
17.198.500/0001-82;2024-03-28;1;Fazenda Morada da Prata;Agropecuária;0;0
17.198.500/0001-82;2024-03-28;1;Fazenda Gradaus;Agropecuária;0;0
17.198.500/0001-82;2024-06-28;1;Fazenda São Roberto II;Agropecuária;0;0
17.198.500/0001-82;2024-06-28;1;Fazenda Morada da Prata;Agropecuária;0;0
17.198.500/0001-82;2024-06-28;1;Fazenda Gradaus;Agropecuária;0;0
17.198.500/0001-82;2024-06-30;1;Fazenda São Roberto II;Agropecuária;0;0
17.198.500/0001-82;2024-06-30;1;Fazenda Morada da Prata;Agropecuária;0;0
17.198.500/0001-82;2024-06-30;1;Fazenda Gradaus;Agropecuária;0;0
17.282.011/0001-04;2024-03-31;1;Condominio Continental Square Faria Lima - Torre Comercial;Comércio;0.65011247151391;0.18204977534684
17.282.011/0001-04;2024-03-31;1;Condominio Continental Square Faria Lima - Torre Comercial;Serviços Diversos;0.34988752848609;0.09797834797604
17.282.011/0001-04;2024-03-31;1;Edificio Corporate Park;Serviços Financeiros Diversos;0.12354275148174;0.0297119301452
17.282.011/0001-04;2024-03-31;1;Edificio Corporate Park;Automóveis e Motocicletas;0.61027768675987;0.14677128184946
17.282.011/0001-04;2024-03-31;1;Edificio Corporate Park;Holdings Diversificadas;0.26617956175839;0.06401596573
17.282.011/0001-04;2024-03-31;1;Condominio E-Tower;Serviços Financeiros Diversos;0.43660818506064;0.03511140854848
17.282.011/0001-04;2024-03-31;1;Condominio E-Tower;Comércio e Distribuição;0.28371971218881;0.02281633526072
17.282.011/0001-04;2024-03-31;1;Condominio E-Tower;Intermediários Financeiros;0.27967210275056;0.02249083227316
17.282.011/0001-04;2024-03-31;1;Condominio Edificio Isabella Plazza;Mídia;0.23963059175718;0.011764080439
17.282.011/0001-04;2024-03-31;1;Condominio Edificio Isabella Plazza;Exploração de Imóveis;0.23028826407525;0.01130544160857
17.282.011/0001-04;2024-03-31;1;Condominio Edificio Isabella Plazza;Outros;0.53008114416756;0.02602304310755
17.282.011/0001-04;2024-03-31;1;Edificio Maria Cecilia Lara Campos;Serviços Diversos;0.49220439989787;0.033465965831
17.282.011/0001-04;2024-03-31;1;Edificio Maria Cecilia Lara Campos;Serviços Financeiros Diversos;0.50779560010213;0.03452604285065
17.282.011/0001-04;2024-06-30;1;Condominio Continental Square Faria Lima - Torre Comercial;Comércio;0.65302807775543;0.18444552265705
17.282.011/0001-04;2024-06-30;1;Condominio Continental Square Faria Lima - Torre Comercial;Serviços Diversos;0.34697192224457;0.09800101975047
17.282.011/0001-04;2024-06-30;1;Edificio Corporate Park;Serviços Financeiros Diversos;0.12355903032942;0.03010780291668
17.282.011/0001-04;2024-06-30;1;Edificio Corporate Park;Automóveis e Motocicletas;0.61025941824464;0.14870277181339
17.282.011/0001-04;2024-06-30;1;Edificio Corporate Park;Holdings Diversificadas;0.26618155142594;0.06486083347387
17.282.011/0001-04;2024-06-30;1;Condominio E-Tower;Serviços Financeiros Diversos;0.50660857976325;0.05058274924568
17.282.011/0001-04;2024-06-30;1;Condominio E-Tower;Comércio e Distribuição;0.24511227804604;0.02447343648075
17.282.011/0001-04;2024-06-30;1;Condominio E-Tower;Intermediários Financeiros;0.24827914219072;0.02478963462923
17.282.011/0001-04;2024-06-30;1;Condominio Edificio Isabella Plazza;Mídia;0.1992602937524;0.01272602153804
17.282.011/0001-04;2024-06-30;1;Condominio Edificio Isabella Plazza;Exploração de Imóveis;0.1919845582333;0.01226134709048
17.282.011/0001-04;2024-06-30;1;Condominio Edificio Isabella Plazza;Outros;0.6087551480143;0.03887895063857
17.282.011/0001-04;2024-06-30;1;Edificio Maria Cecilia Lara Campos;Serviços Diversos;0.60042282946009;0.05688087192553
17.282.011/0001-04;2024-06-30;1;Edificio Maria Cecilia Lara Campos;Serviços Financeiros Diversos;0.39957717053991;0.03785382025244
17.311.079/0001-74;2024-03-31;1;Praça Capital - Bloco 02;Setor1;0;0
17.311.079/0001-74;2024-03-31;1;Praça Capital - Bloco 02;Setor2;0;0
17.311.079/0001-74;2024-03-31;1;Praça Capital - Bloco 02;Setor3;0;0
17.311.079/0001-74;2024-03-31;1;Praça Capital - Bloco 02;SetorN;0;0
17.311.079/0001-74;2024-06-30;2;Praça Capital - Bloco 02;Setor1;0;0
17.311.079/0001-74;2024-06-30;2;Praça Capital - Bloco 02;Setor2;0;0
17.311.079/0001-74;2024-06-30;2;Praça Capital - Bloco 02;Setor3;0;0
17.311.079/0001-74;2024-06-30;2;Praça Capital - Bloco 02;SetorN;0;0
17.311.079/0001-74;2024-09-30;1;Praça Capital - Bloco 02;Setor1;0;0
17.311.079/0001-74;2024-09-30;1;Praça Capital - Bloco 02;Setor2;0;0
17.311.079/0001-74;2024-09-30;1;Praça Capital - Bloco 02;Setor3;0;0
17.311.079/0001-74;2024-09-30;1;Praça Capital - Bloco 02;SetorN;0;0
17.374.696/0001-19;2024-03-28;1;Edifício Domo Corporate;Setor1: TECNOLOGIA DA INFORMAÇÃO;0.3328;0.314
17.374.696/0001-19;2024-03-28;1;Edifício Domo Corporate;Setor2: SERVIÇOS MÉDICOS;0.1935;0.1825
17.374.696/0001-19;2024-03-28;1;Edifício Domo Corporate;Setor3: SEGUROS E PREVIDÊNCIA;0.1218;0.1149
17.374.696/0001-19;2024-03-28;1;Edifício Domo Corporate;Setor4: INDÚSTRIA AUTOMOBILÍSTICA;0.109;0.1029
17.374.696/0001-19;2024-03-28;1;Galpão  Industrial;Setor1;1;0.038
17.374.696/0001-19;2024-03-28;1;Galpão  Industrial;INDUSTRIASetor2;0;0
17.374.696/0001-19;2024-03-28;1;Galpão  Industrial;Setor3;0;0
17.374.696/0001-19;2024-03-28;1;Galpão  Industrial;SetorN;0;0
17.374.696/0001-19;2024-06-28;3;Edifício Domo Corporate;Setor1: TECNOLOGIA DA INFORMAÇÃO;0.1238;0.1062
17.374.696/0001-19;2024-06-28;3;Edifício Domo Corporate;Setor2: SEGUROS E PREVIDÊNCIA;0.1448;0.1241
17.374.696/0001-19;2024-06-28;3;Edifício Domo Corporate;Setor3: LOCAÇÃO DE ESCRITÓRIOS;0.1131;0.097
17.374.696/0001-19;2024-06-28;3;Edifício Domo Corporate;Setor4: OUTROS;0.1325;0.1136
17.374.696/0001-19;2024-06-28;3;Galpão  Industrial;Setor1;1;0.0614
17.374.696/0001-19;2024-06-28;3;Galpão  Industrial;INDUSTRIASetor2;0;0
17.374.696/0001-19;2024-06-28;3;Galpão  Industrial;Setor3;0;0
17.374.696/0001-19;2024-06-28;3;Galpão  Industrial;SetorN;0;0
17.554.274/0001-25;2024-03-28;1;West Shopping;Loja de Departamento;0.266;0.003241
17.554.274/0001-25;2024-03-28;1;West Shopping;Semi-âncoras;0.139;0.001694
17.554.274/0001-25;2024-03-28;1;West Shopping;Alimentação;0.118;0.001438
17.554.274/0001-25;2024-03-28;1;West Shopping;Quiosques;0.114;0.001389
17.554.274/0001-25;2024-03-28;1;Shopping Paralela;Conveniência;0.188134;0.003195
17.554.274/0001-25;2024-03-28;1;Shopping Paralela;Vestuário;0.186639;0.003169
17.554.274/0001-25;2024-03-28;1;Shopping Paralela;Alimentação;0.150133;0.002549
17.554.274/0001-25;2024-03-28;1;Center Shopping Rio;Quiosques/Eventos;0.1861;0.000209
17.554.274/0001-25;2024-03-28;1;Center Shopping Rio;Âncora;0.1721;0.000193
17.554.274/0001-25;2024-03-28;1;Center Shopping Rio;Conveniência;0.1305;0.000146
17.554.274/0001-25;2024-03-28;1;Center Shopping Rio;Alimentações;0.1143;0.000128
17.554.274/0001-25;2024-03-28;1;Shopping Crystal;Serviços;0.196298;0.001002
17.554.274/0001-25;2024-03-28;1;Shopping Crystal;Outros;0.145701;0.000744
17.554.274/0001-25;2024-03-28;1;Shopping Crystal;Alimentação;0.137314;0.000701
17.554.274/0001-25;2024-03-28;1;Shopping Crystal;Relojoarias, Joalherias e Bijuterias;0.125782;0.000642
17.554.274/0001-25;2024-03-28;1;Shopping Crystal;Vestuário;0.123294;0.000629
17.554.274/0001-25;2024-03-28;1;Ilha Plaza;Vestuário;0.294;0.010096
17.554.274/0001-25;2024-03-28;1;Ilha Plaza;Alimentação;0.179;0.006147
17.554.274/0001-25;2024-03-28;1;Pátio Belém;Vestuário;0.195242;0.005334
17.554.274/0001-25;2024-03-28;1;Pátio Belém;Loja de Departamento;0.158005;0.004316
17.554.274/0001-25;2024-03-28;1;Pátio Belém;Outros;0.121466;0.003318
17.554.274/0001-25;2024-03-28;1;Pátio Belém;Alimentação;0.114242;0.003121
17.554.274/0001-25;2024-03-28;1;Pátio Belém;Conveniência;0.109634;0.002995
17.554.274/0001-25;2024-03-28;1;Shopping Granja Vianna;Alimentação;0.282113;0.017132
17.554.274/0001-25;2024-03-28;1;Shopping Granja Vianna;Loja de Departamento;0.123876;0.007522
17.554.274/0001-25;2024-03-28;1;Shopping Granja Vianna;Serviços;0.107293;0.006516
17.554.274/0001-25;2024-03-28;1;Shopping Tacaruna;Vestuário;0.208397;0.003434
17.554.274/0001-25;2024-03-28;1;Shopping Tacaruna;Alimentação;0.1441;0.002374
17.554.274/0001-25;2024-03-28;1;Shopping Tacaruna;Calçados;0.104797;0.001727
17.554.274/0001-25;2024-03-28;1;Shopping Iguatemi Fortaleza;Vestuário;0.287759;0.011141
17.554.274/0001-25;2024-03-28;1;Shopping Iguatemi Fortaleza;Artigos Diversos;0.218712;0.008468
17.554.274/0001-25;2024-03-28;1;Shopping Iguatemi Fortaleza;Ancoras;0.184281;0.007135
17.554.274/0001-25;2024-03-28;1;Shopping Iguatemi Fortaleza;Alimentação;0.112791;0.004367
17.554.274/0001-25;2024-03-28;1;Minas Shopping;Vestuário;0.144535;0.003692
17.554.274/0001-25;2024-03-28;1;Minas Shopping;Alimentação;0.117652;0.003005
17.554.274/0001-25;2024-03-28;1;Minas Shopping;Serviços;0.103998;0.002657
17.554.274/0001-25;2024-03-28;1;Prudenshopping;Vestuário;0.224153;0.031008
17.554.274/0001-25;2024-03-28;1;Prudenshopping;Alimentação;0.184133;0.025472
17.554.274/0001-25;2024-03-28;1;Prudenshopping;Calçados;0.117736;0.016287
17.554.274/0001-25;2024-03-28;1;Villa Romana;Vestuário;0.250675;0.01041
17.554.274/0001-25;2024-03-28;1;Villa Romana;Alimentação;0.178964;0.007432
17.554.274/0001-25;2024-03-28;1;Shopping ABC;Vestuário;0.1742;0.002981
17.554.274/0001-25;2024-03-28;1;Shopping ABC;Alimentação;0.1706;0.00292
17.554.274/0001-25;2024-03-28;1;Shopping ABC;Conveniência e Serviço;0.1612;0.002759
17.554.274/0001-25;2024-03-28;1;Shopping ABC;Semi Âncora;0.1014;0.001735
17.554.274/0001-25;2024-03-28;1;Shopping Ribeirão;Vestuário;0.350232;0.019962
17.554.274/0001-25;2024-03-28;1;Shopping Ribeirão;Artigos Diversos;0.227994;0.012995
17.554.274/0001-25;2024-03-28;1;Shopping Ribeirão;Lazer;0.184539;0.010518
17.554.274/0001-25;2024-03-28;1;Shopping Ribeirão;Artigos para o Lar;0.119138;0.00679
17.554.274/0001-25;2024-03-28;1;Shopping Praia da Costa;Loja de Departamento;0.278577;0.022215
17.554.274/0001-25;2024-03-28;1;Shopping Praia da Costa;Outros;0.130806;0.010431
17.554.274/0001-25;2024-03-28;1;Shopping Praia da Costa;Alimentação;0.110462;0.008809
17.554.274/0001-25;2024-03-28;1;Shopping Praia da Costa;Entretenimento;0.106558;0.008498
17.554.274/0001-25;2024-03-28;1;Shopping Boulevard;Vestuário;0.278577;0.010028
17.554.274/0001-25;2024-03-28;1;Shopping Boulevard;Artigos Diversos;0.130806;0.004708
17.554.274/0001-25;2024-03-28;1;Shopping Boulevard;Lazer;0.110462;0.003976
17.554.274/0001-25;2024-03-28;1;Shopping Boulevard;Artigos para o Lar;0.106558;0.003836
17.554.274/0001-25;2024-03-28;1;North Shopping Maracanaú;Serviços;0.196298;0.008451
17.554.274/0001-25;2024-03-28;1;North Shopping Maracanaú;Outros;0.271483;0.011688
17.554.274/0001-25;2024-03-28;1;North Shopping Maracanaú;Alimentação;0.137314;0.005912
17.554.274/0001-25;2024-03-28;1;North Shopping Maracanaú;Vestuário;0.123294;0.005308
17.554.274/0001-25;2024-03-28;1;Pantanal Shopping;Vestuário;0.38486;0.020258
17.554.274/0001-25;2024-03-28;1;Pantanal Shopping;Artigos Diversos;0.1956;0.010296
17.554.274/0001-25;2024-03-28;1;Pantanal Shopping;Lazer;0.165;0.008685
17.554.274/0001-25;2024-03-28;1;Porto Velho Shopping;Vestuário;0.29642;0.026092
17.554.274/0001-25;2024-03-28;1;Porto Velho Shopping;Artigos Diversos;0.26565;0.023384
17.554.274/0001-25;2024-03-28;1;Porto Velho Shopping;Lazer;0.15218;0.013396
17.554.274/0001-25;2024-03-28;1;Campinas Shopping;Vestuário;0.232674;0.018455
17.554.274/0001-25;2024-03-28;1;Campinas Shopping;Serviços;0.137633;0.010916
17.554.274/0001-25;2024-03-28;1;Campinas Shopping;Restaurantes;0.116239;0.00922
17.554.274/0001-25;2024-03-28;1;Campinas Shopping;Lojas de Departamento;0.115774;0.009183
17.554.274/0001-25;2024-03-28;1;Shopping Conjunto Nacional;Vestuário;0.275244;0.005927
17.554.274/0001-25;2024-03-28;1;Shopping Conjunto Nacional;Loja de Departamento;0.138799;0.002989
17.554.274/0001-25;2024-03-28;1;Via Sul Shopping;Vestuário;0.21701;0.00309
17.554.274/0001-25;2024-03-28;1;Via Sul Shopping;Telefonia;0.148127;0.002109
17.554.274/0001-25;2024-03-28;1;Via Sul Shopping;Loja de Departamento;0.137491;0.001957
17.554.274/0001-25;2024-03-28;1;Via Sul Shopping;Alimentação;0.104003;0.001481
17.554.274/0001-25;2024-03-28;1;Natal Shopping;Vestuário;0.321441;0.011541
17.554.274/0001-25;2024-03-28;1;Natal Shopping;Alimentação;0.140537;0.005046
17.554.274/0001-25;2024-03-28;1;Natal Shopping;Serviços;0.112961;0.004056
17.554.274/0001-25;2024-03-28;1;Shopping Estação Curitiba;Outros;0.320202;0.011875
17.554.274/0001-25;2024-03-28;1;Shopping Estação Curitiba;Alimentação;0.22813;0.00846
17.554.274/0001-25;2024-03-28;1;Shopping Madureira;Vestuário;0.194042;0.003876
17.554.274/0001-25;2024-03-28;1;Shopping Madureira;Eletrodomésticos & Eletroeletrônicos;0.166725;0.003331
17.554.274/0001-25;2024-03-28;1;Shopping Madureira;Alimentação;0.154418;0.003085
17.554.274/0001-25;2024-06-30;1;West Shopping;Loja de Departamento;0.266;0.003151
17.554.274/0001-25;2024-06-30;1;West Shopping;Semi-âncoras;0.139;0.001646
17.554.274/0001-25;2024-06-30;1;West Shopping;Alimentação;0.118;0.001398
17.554.274/0001-25;2024-06-30;1;West Shopping;Quiosques;0.114;0.00135
17.554.274/0001-25;2024-06-30;1;Shopping Paralela;Conveniência;0.188134;0.00451
17.554.274/0001-25;2024-06-30;1;Shopping Paralela;Vestuário;0.186639;0.004474
17.554.274/0001-25;2024-06-30;1;Shopping Paralela;Alimentação;0.150133;0.003599
17.554.274/0001-25;2024-06-30;1;Center Shopping Rio;Quiosques/Eventos;0.1861;0.000228
