CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Setor_Atuacao;Percentual_Receita_Imovel;Percentual_Receitas_FII
05.437.916/0001-27;2024-06-30;1;Centro de Distribuição -Rio de Janeiro;SetorN;0;0
05.437.916/0001-27;2024-06-30;1;Torre de Elevadores - Interlagos - SP;Serviços;1;0
05.437.916/0001-27;2024-06-30;1;Torre de Elevadores - Interlagos - SP;Setor2;0;0
05.437.916/0001-27;2024-06-30;1;Torre de Elevadores - Interlagos - SP;Setor3;0;0
05.437.916/0001-27;2024-06-30;1;Torre de Elevadores - Interlagos - SP;SetorN;0;0
05.562.312/0001-02;2024-03-31;1;Ed Almirante Barroso;Comércio;0.966489310224;0.73474288605967
05.562.312/0001-02;2024-06-30;1;Ed Almirante Barroso;Comércio;0.65051536832595;0.42589518919081
06.175.262/0001-73;2024-03-31;1;Edifício Ourinvest;Holding de instituição não financeira;0;0
06.175.262/0001-73;2024-03-31;1;Edifício Ourinvest;Banco múltiplo sem carteira comercial;0;0
06.175.262/0001-73;2024-03-31;1;Edifício Ourinvest;Serviço Social Autônomo;0;0
06.175.262/0001-73;2024-03-31;1;Edifício Ourinvest;Vago;0;0
06.175.262/0001-73;2024-03-31;1;Edifício Ourinvest;Banco múltiplo sem carteira comercial;0;0
06.175.262/0001-73;2024-03-31;1;Edifício Ourinvest;Administradora de Cartões;0;0
06.175.262/0001-73;2024-03-31;1;Edifício Ourinvest;Administradora de Cartões;0;0
06.175.262/0001-73;2024-03-31;1;Edifício Ourinvest;Administradora de Cartões;0;0
06.175.262/0001-73;2024-06-30;1;Edifício Ourinvest;Holding de instituição não financeira;0;0
06.175.262/0001-73;2024-06-30;1;Edifício Ourinvest;Banco múltiplo sem carteira comercial;0;0
06.175.262/0001-73;2024-06-30;1;Edifício Ourinvest;Serviço Social Autônomo;0;0
06.175.262/0001-73;2024-06-30;1;Edifício Ourinvest;Vago;0;0
06.175.262/0001-73;2024-06-30;1;Edifício Ourinvest;Banco múltiplo sem carteira comercial;0;0
06.175.262/0001-73;2024-06-30;1;Edifício Ourinvest;Administradora de Cartões;0;0
06.175.262/0001-73;2024-06-30;1;Edifício Ourinvest;Administradora de Cartões;0;0
06.175.262/0001-73;2024-06-30;1;Edifício Ourinvest;Administradora de Cartões;0;0
07.000.400/0001-46;2024-03-31;1;Sede I - Brasilia;Serviços Financeiros Diversos;0.66666710782974;0.5084686769944
07.000.400/0001-46;2024-03-31;1;Sede I - Antenas;Telecomunicações;1;0.00279908398906
07.000.400/0001-46;2024-06-30;1;Sede I - Brasilia;Serviços Financeiros Diversos;0.66666710782974;0.5084686769944
07.000.400/0001-46;2024-06-30;1;Sede I - Antenas;Telecomunicações;1;0.00279908398906
07.122.725/0001-00;2024-03-31;1;Edificio Torre Almirante;Serviços Diversos;0.15627635014501;0.14442095684223
07.122.725/0001-00;2024-03-31;1;Edificio Torre Almirante;Serviços Financeiros Diversos;0.32688588178836;0.30208775532757
07.122.725/0001-00;2024-03-31;1;Edificio Torre Almirante;Outros;0.11208814224588;0.10358494256358
07.122.725/0001-00;2024-06-30;1;Edificio Torre Almirante;Serviços Diversos;0.20667374890118;0.14200659603362
07.122.725/0001-00;2024-06-30;1;Edificio Torre Almirante;Outros;0.15885823201133;0.10915230840775
07.122.725/0001-00;2024-06-30;1;Edificio Torre Almirante;Serviços Financeiros Diversos;0.42851953259481;0.29443797522056
07.224.019/0001-60;2024-03-31;1;SHOPPING PARQUE DOM PEDRO II - 74,47%;Varejo;0.832992;0.757642
07.224.019/0001-60;2024-03-31;1;SHOPPING PARQUE DOM PEDRO II - 74,47%;Estacionamento;0.190264;0.152654
07.224.019/0001-60;2024-06-30;1;SHOPPING PARQUE DOM PEDRO II;Varejo;0.832992;0.757642
07.224.019/0001-60;2024-06-30;1;SHOPPING PARQUE DOM PEDRO II;Estacionamento;0.1275;0.152654
07.583.627/0001-61;2024-03-31;1;Jd Paulistano;Multivarejo;1;0.003765
07.583.627/0001-61;2024-03-31;1;Pacaembu;Multivarejo;1;0.001361
07.583.627/0001-61;2024-03-31;1;Araçatuba;Multivarejo;1;0.00332
07.583.627/0001-61;2024-03-31;1;CARDOSO DE ALMEIDA;Multivarejo;1;0.005375
07.583.627/0001-61;2024-03-31;1;CRS 516 BRASILIA;Multivarejo;1;0
07.583.627/0001-61;2024-03-31;1;SÓCRATES;Multivarejo;1;0.003799
07.583.627/0001-61;2024-03-31;1;PORTAL;Multivarejo;1;0.021079
07.583.627/0001-61;2024-03-31;1;0305 - SUL;Multivarejo;1;0.003685
07.583.627/0001-61;2024-03-31;1;0309 - SUL;Multivarejo;1;0.002165
07.583.627/0001-61;2024-03-31;1;ALPHAVILLE;Multivarejo;1;0.004749
07.583.627/0001-61;2024-03-31;1;LIBERDADE PEDROSO;Multivarejo;1;0.006722
07.583.627/0001-61;2024-03-31;1;GRANJA VIANA;Multivarejo;1;0.001569
07.583.627/0001-61;2024-03-31;1;NOVA CANTAREIRA;Multivarejo;1;0.00191
07.583.627/0001-61;2024-03-31;1;MORUMBI;Multivarejo;1;0.006142
07.583.627/0001-61;2024-03-31;1;ROSA E SILVA;Multivarejo;1;0.001929
07.583.627/0001-61;2024-03-31;1;SUDOESTE;Multivarejo;1;0.002794
07.583.627/0001-61;2024-03-31;1;REAL PARQUE;Multivarejo;1;0.003762
07.583.627/0001-61;2024-03-31;1;JABAQUARA;Multivarejo;1;0.011063
07.583.627/0001-61;2024-03-31;1;TEODORO;Multivarejo;1;0.004823
07.583.627/0001-61;2024-03-31;1;CERRO CORÁ;Multivarejo;1;0.00415
07.583.627/0001-61;2024-03-31;1;LAVANDISCA;Multivarejo;1;0.008802
07.583.627/0001-61;2024-03-31;1;GUARATINGUETA.;Multivarejo;1;0.002558
07.583.627/0001-61;2024-03-31;1;SANTOS PEDREIRA;Multivarejo;1;0.012647
07.583.627/0001-61;2024-03-31;1;CURUÇÁ;Multivarejo;1;0.044813
07.583.627/0001-61;2024-03-31;1;EDGARD FACÓ;Multivarejo;1;0.040743
07.583.627/0001-61;2024-03-31;1;CARAPICUIBA-INOCENCIO SERAFICO;Multivarejo;1;0.039735
07.583.627/0001-61;2024-03-31;1;GUARUJA-DOM PEDRO;Multivarejo;1;0.018251
07.583.627/0001-61;2024-03-31;1;MORRO GRANDE;Multivarejo;1;0.055689
07.583.627/0001-61;2024-03-31;1;OSASCO CORREGO RICO;Multivarejo;1;0.037429
07.583.627/0001-61;2024-03-31;1;RICARDO JAFET;Multivarejo;1;0.02183
07.583.627/0001-61;2024-03-31;1;CAMPO GRANDE;Multivarejo;1;0.030371
07.583.627/0001-61;2024-03-31;1;Guarani;Multivarejo;1;0.021922
07.583.627/0001-61;2024-03-31;1;RÓTULA SALVADOR;Multivarejo;1;0.025271
07.583.627/0001-61;2024-03-31;1;CAMPINAS;Multivarejo;1;0.020236
07.583.627/0001-61;2024-03-31;1;ANHANGÜERA;Multivarejo;1;0.035851
07.583.627/0001-61;2024-03-31;1;ANCHIETA;Multivarejo;1;0.025714
07.583.627/0001-61;2024-03-31;1;SÃO CAETANO;Multivarejo;1;0.033281
07.583.627/0001-61;2024-03-31;1;PENHA;Multivarejo;1;0.027698
07.583.627/0001-61;2024-03-31;1;AEROPORTO;Multivarejo;1;0.034763
07.583.627/0001-61;2024-03-31;1;MONTESE;Multivarejo;1;0.00247
07.583.627/0001-61;2024-03-31;1;SOROCABA;Multivarejo;1;0.040221
07.583.627/0001-61;2024-03-31;1;BRASÍLIA  NORTE;Multivarejo;1;0.001648
07.583.627/0001-61;2024-03-31;1;SANTOS;Multivarejo;1;0.021079
07.583.627/0001-61;2024-03-31;1;GUAIANASES;Multivarejo;1;0.019083
07.583.627/0001-61;2024-03-31;1;TABOÃO DA SERRA;Multivarejo;1;0.026201
07.583.627/0001-61;2024-03-31;1;GOIÂNIA;Multivarejo;1;0.025489
07.583.627/0001-61;2024-03-31;1;FREGUESIA DO O;Multivarejo;1;0.032532
07.583.627/0001-61;2024-03-31;1;JAGUARE;Multivarejo;1;0.031618
07.583.627/0001-61;2024-03-31;1;TAGUATINGA;Multivarejo;1;0.006558
07.583.627/0001-61;2024-03-31;1;PARALELA;Multivarejo;1;0.002042
07.583.627/0001-61;2024-03-31;1;MINAS SHOPPING;Multivarejo;1;0.025298
07.583.627/0001-61;2024-03-31;1;CURITIBA;Multivarejo;1;0.003359
07.583.627/0001-61;2024-03-31;1;CURITIBA ALTOS XV;Multivarejo;1;0.007562
07.583.627/0001-61;2024-03-31;1;VASCO DA GAMA;Multivarejo;1;0.01079
07.583.627/0001-61;2024-03-31;1;Belvedere;Multivarejo;1;0.039227
07.583.627/0001-61;2024-03-31;1;RECIFE;Multivarejo;1;0.006371
07.583.627/0001-61;2024-03-31;1;CAMPINAS/AMOREIRAS;Multivarejo;1;0.002482
07.583.627/0001-61;2024-03-31;1;JOÃO DIAS;Multivarejo;1;0.003892
07.583.627/0001-61;2024-03-31;1;BRASÍLIA SUL;Multivarejo;1;0.01635
07.583.627/0001-61;2024-03-31;1;ASSAÍ - SANTO ANDRÉ;Multivarejo;1;0.03228
07.583.627/0001-61;2024-03-31;1;Dourados;Multivarejo;1;0.001141
07.583.627/0001-61;2024-03-31;1;CHAMPAGNAT;Multivarejo;1;0.008176
07.583.627/0001-61;2024-06-30;1;Jd Paulistano;Multivarejo;1;0.003992
07.583.627/0001-61;2024-06-30;1;Pacaembu;Multivarejo;1;0.001386
07.583.627/0001-61;2024-06-30;1;Araçatuba;Multivarejo;1;0.003103
07.583.627/0001-61;2024-06-30;1;CARDOSO DE ALMEIDA;Multivarejo;1;0.005571
07.583.627/0001-61;2024-06-30;1;CRS 516 BRASILIA;Multivarejo;1;0
07.583.627/0001-61;2024-06-30;1;SÓCRATES;Multivarejo;1;0.003512
07.583.627/0001-61;2024-06-30;1;PORTAL;Multivarejo;1;0.021067
07.583.627/0001-61;2024-06-30;1;0305 - SUL;Multivarejo;1;0.003676
07.583.627/0001-61;2024-06-30;1;0309 - SUL;Multivarejo;1;0.002199
07.583.627/0001-61;2024-06-30;1;ALPHAVILLE;Multivarejo;1;0.00474
07.583.627/0001-61;2024-06-30;1;LIBERDADE PEDROSO;Multivarejo;1;0.006824
07.583.627/0001-61;2024-06-30;1;GRANJA VIANA;Multivarejo;1;0.00164
07.583.627/0001-61;2024-06-30;1;NOVA CANTAREIRA;Multivarejo;1;0.001983
07.583.627/0001-61;2024-06-30;1;MORUMBI;Multivarejo;1;0.006143
07.583.627/0001-61;2024-06-30;1;ROSA E SILVA;Multivarejo;1;0.001911
07.583.627/0001-61;2024-06-30;1;SUDOESTE;Multivarejo;1;0.002675
07.583.627/0001-61;2024-06-30;1;REAL PARQUE;Multivarejo;1;0.003783
07.583.627/0001-61;2024-06-30;1;JABAQUARA;Multivarejo;1;0.012593
07.583.627/0001-61;2024-06-30;1;TEODORO;Multivarejo;1;0.004918
07.583.627/0001-61;2024-06-30;1;CERRO CORÁ;Multivarejo;1;0.004207
07.583.627/0001-61;2024-06-30;1;LAVANDISCA;Multivarejo;1;0.009118
07.583.627/0001-61;2024-06-30;1;GUARATINGUETA.;Multivarejo;1;0.001377
07.583.627/0001-61;2024-06-30;1;SANTOS PEDREIRA;Multivarejo;1;0.01264
07.583.627/0001-61;2024-06-30;1;CURUÇÁ;Multivarejo;1;0.044787
07.583.627/0001-61;2024-06-30;1;EDGARD FACÓ;Multivarejo;1;0.04072
07.583.627/0001-61;2024-06-30;1;CARAPICUIBA-INOCENCIO SERAFICO;Multivarejo;1;0.039712
07.583.627/0001-61;2024-06-30;1;GUARUJA-DOM PEDRO;Multivarejo;1;0.018241
07.583.627/0001-61;2024-06-30;1;MORRO GRANDE;Multivarejo;1;0.055657
07.583.627/0001-61;2024-06-30;1;OSASCO CORREGO RICO;Multivarejo;1;0.037408
07.583.627/0001-61;2024-06-30;1;RICARDO JAFET;Multivarejo;1;0.021817
07.583.627/0001-61;2024-06-30;1;CAMPO GRANDE;Multivarejo;1;0.030354
07.583.627/0001-61;2024-06-30;1;Guarani;Multivarejo;1;0.032261
07.583.627/0001-61;2024-06-30;1;RÓTULA SALVADOR;Multivarejo;1;0.02191
07.583.627/0001-61;2024-06-30;1;CAMPINAS;Multivarejo;1;0.039204
07.583.627/0001-61;2024-06-30;1;ANHANGÜERA;Multivarejo;1;0.032513
07.583.627/0001-61;2024-06-30;1;ANCHIETA;Multivarejo;1;0.040198
07.583.627/0001-61;2024-06-30;1;SÃO CAETANO;Multivarejo;1;0.021067
07.583.627/0001-61;2024-06-30;1;PENHA;Multivarejo;1;0.035831
07.583.627/0001-61;2024-06-30;1;AEROPORTO;Multivarejo;1;0.019072
07.583.627/0001-61;2024-06-30;1;MONTESE;Multivarejo;1;0.025283
07.583.627/0001-61;2024-06-30;1;SOROCABA;Multivarejo;1;0.026186
07.583.627/0001-61;2024-06-30;1;BRASÍLIA  NORTE;Multivarejo;1;0.025699
07.583.627/0001-61;2024-06-30;1;SANTOS;Multivarejo;1;0.0316
07.583.627/0001-61;2024-06-30;1;GUAIANASES;Multivarejo;1;0.025474
07.583.627/0001-61;2024-06-30;1;TABOÃO DA SERRA;Multivarejo;1;0.025413
07.583.627/0001-61;2024-06-30;1;GOIÂNIA;Multivarejo;1;0.020224
07.583.627/0001-61;2024-06-30;1;FREGUESIA DO O;Multivarejo;1;0.033262
07.583.627/0001-61;2024-06-30;1;JAGUARE;Multivarejo;1;0.027682
07.583.627/0001-61;2024-06-30;1;TAGUATINGA;Multivarejo;1;0.034743
07.583.627/0001-61;2024-06-30;1;PARALELA;Multivarejo;1;0.002462
07.583.627/0001-61;2024-06-30;1;MINAS SHOPPING;Multivarejo;1;0.001769
07.583.627/0001-61;2024-06-30;1;CURITIBA;Multivarejo;1;0.005269
07.583.627/0001-61;2024-06-30;1;CURITIBA ALTOS XV;Multivarejo;1;0.002106
07.583.627/0001-61;2024-06-30;1;VASCO DA GAMA;Multivarejo;1;0.003534
07.583.627/0001-61;2024-06-30;1;Belvedere;Multivarejo;1;0.007865
07.583.627/0001-61;2024-06-30;1;RECIFE;Multivarejo;1;0.010748
07.583.627/0001-61;2024-06-30;1;CAMPINAS/AMOREIRAS;Multivarejo;1;0.006297
07.583.627/0001-61;2024-06-30;1;JOÃO DIAS;Multivarejo;1;0.002451
07.583.627/0001-61;2024-06-30;1;BRASÍLIA SUL;Multivarejo;1;0.003939
07.583.627/0001-61;2024-06-30;1;ASSAÍ - SANTO ANDRÉ;Multivarejo;1;0.01636
07.583.627/0001-61;2024-06-30;1;Dourados;Multivarejo;1;0.001206
07.583.627/0001-61;2024-06-30;1;CHAMPAGNAT;Multivarejo;1;0.008172
07.583.627/0001-61;2024-09-30;1;Jd Paulistano;Multivarejo;1;0.003994
07.583.627/0001-61;2024-09-30;1;Pacaembu;Multivarejo;1;0.001387
07.583.627/0001-61;2024-09-30;1;Araçatuba;Multivarejo;1;0.003105
07.583.627/0001-61;2024-09-30;1;CARDOSO DE ALMEIDA;Multivarejo;1;0.005574
07.583.627/0001-61;2024-09-30;1;CRS 516 BRASILIA;Multivarejo;1;0.003513
07.583.627/0001-61;2024-09-30;1;SÓCRATES;Multivarejo;1;0.004742
07.583.627/0001-61;2024-09-30;1;PORTAL;Multivarejo;1;0.006827
07.583.627/0001-61;2024-09-30;1;0305 - SUL;Multivarejo;1;0.00164
07.583.627/0001-61;2024-09-30;1;0309 - SUL;Multivarejo;1;0.001983
07.583.627/0001-61;2024-09-30;1;ALPHAVILLE;Multivarejo;1;0.006145
07.583.627/0001-61;2024-09-30;1;LIBERDADE PEDROSO;Multivarejo;1;0.001912
07.583.627/0001-61;2024-09-30;1;GRANJA VIANA;Multivarejo;1;0.002676
07.583.627/0001-61;2024-09-30;1;NOVA CANTAREIRA;Multivarejo;1;0.003785
07.583.627/0001-61;2024-09-30;1;MORUMBI;Multivarejo;1;0.012599
07.583.627/0001-61;2024-09-30;1;ROSA E SILVA;Multivarejo;1;0.00492
07.583.627/0001-61;2024-09-30;1;SUDOESTE;Multivarejo;1;0.004209
07.583.627/0001-61;2024-09-30;1;REAL PARQUE;Multivarejo;1;0.009122
07.583.627/0001-61;2024-09-30;1;JABAQUARA;Multivarejo;1;0.007869
07.583.627/0001-61;2024-09-30;1;TEODORO;Multivarejo;1;0.010753
07.583.627/0001-61;2024-09-30;1;CERRO CORÁ;Multivarejo;1;0.0063
07.583.627/0001-61;2024-09-30;1;LAVANDISCA;Multivarejo;1;0.003941
07.583.627/0001-61;2024-09-30;1;GUARATINGUETA.;Multivarejo;1;0
07.583.627/0001-61;2024-09-30;1;SANTOS PEDREIRA;Multivarejo;1;0.003678
07.583.627/0001-61;2024-09-30;1;CURUÇÁ;Multivarejo;1;0.0022
07.583.627/0001-61;2024-09-30;1;EDGARD FACÓ;Multivarejo;1;0.002463
07.583.627/0001-61;2024-09-30;1;CARAPICUIBA-INOCENCIO SERAFICO;Multivarejo;1;0.00177
07.583.627/0001-61;2024-09-30;1;GUARUJA-DOM PEDRO;Multivarejo;1;0.005272
07.583.627/0001-61;2024-09-30;1;MORRO GRANDE;Multivarejo;1;0.002107
07.583.627/0001-61;2024-09-30;1;OSASCO CORREGO RICO;Multivarejo;1;0.003536
07.583.627/0001-61;2024-09-30;1;RICARDO JAFET;Multivarejo;1;0.025785
07.583.627/0001-61;2024-09-30;1;CAMPO GRANDE;Multivarejo;1;0.001021
07.583.627/0001-61;2024-09-30;1;ASSAÍ - SANTO ANDRÉ;Multivarejo;1;0.01645
07.583.627/0001-61;2024-09-30;1;Guarani;Multivarejo;1;0.001206
07.583.627/0001-61;2024-09-30;1;RÓTULA SALVADOR;Multivarejo;1;0.021077
07.583.627/0001-61;2024-09-30;1;CAMPINAS;Multivarejo;1;0.044808
07.583.627/0001-61;2024-09-30;1;ANHANGÜERA;Multivarejo;1;0.040739
07.583.627/0001-61;2024-09-30;1;ANCHIETA;Multivarejo;1;0.055684
07.583.627/0001-61;2024-09-30;1;SÃO CAETANO;Multivarejo;1;0.037425
07.583.627/0001-61;2024-09-30;1;PENHA;Multivarejo;1;0.030368
07.583.627/0001-61;2024-09-30;1;AEROPORTO;Multivarejo;1;0.032276
07.583.627/0001-61;2024-09-30;1;MONTESE;Multivarejo;1;0.02192
07.583.627/0001-61;2024-09-30;1;SOROCABA;Multivarejo;1;0.039222
07.583.627/0001-61;2024-09-30;1;BRASÍLIA  NORTE;Multivarejo;1;0.032528
07.583.627/0001-61;2024-09-30;1;SANTOS;Multivarejo;1;0.040217
07.583.627/0001-61;2024-09-30;1;GUAIANASES;Multivarejo;1;0.021077
07.583.627/0001-61;2024-09-30;1;TABOÃO DA SERRA;Multivarejo;1;0.035848
07.583.627/0001-61;2024-09-30;1;GOIÂNIA;Multivarejo;1;0.025295
07.583.627/0001-61;2024-09-30;1;FREGUESIA DO O;Multivarejo;1;0.025711
07.583.627/0001-61;2024-09-30;1;JAGUARE;Multivarejo;1;0.031615
07.583.627/0001-61;2024-09-30;1;TAGUATINGA;Multivarejo;1;0.033367
07.583.627/0001-61;2024-09-30;1;PARALELA;Multivarejo;1;0.027695
07.583.627/0001-61;2024-09-30;1;MINAS SHOPPING;Multivarejo;1;0.03476
07.583.627/0001-61;2024-09-30;1;CURITIBA;Multivarejo;1;0.012646
07.583.627/0001-61;2024-09-30;1;CURITIBA ALTOS XV;Multivarejo;1;0.021827
07.583.627/0001-61;2024-09-30;1;VASCO DA GAMA;Multivarejo;1;0.019081
07.583.627/0001-61;2024-09-30;1;Belvedere;Multivarejo;1;0.025486
07.583.627/0001-61;2024-09-30;1;RECIFE;Multivarejo;1;0.020234
07.583.627/0001-61;2024-09-30;1;CAMPINAS/AMOREIRAS;Multivarejo;1;0.01825
07.583.627/0001-61;2024-09-30;1;JOÃO DIAS;Multivarejo;1;0.039731
07.583.627/0001-61;2024-09-30;1;BRASÍLIA SUL;Multivarejo;1;0.026198
07.583.627/0001-61;2024-09-30;1;Dourados;Multivarejo;1;0.008175
07.583.627/0001-61;2024-09-30;1;CHAMPAGNAT;Multivarejo;1;0.002453
07.789.135/0001-27;2024-03-31;2;BPS - BOTAFOGO PRAIA SHOPPING;Alimentação;0.324424;0
07.789.135/0001-27;2024-03-31;2;BPS - BOTAFOGO PRAIA SHOPPING;Vestuário;0.13259;0
07.789.135/0001-27;2024-03-31;2;BPS - BOTAFOGO PRAIA SHOPPING;Loja de departamentos;0.125143;0
07.789.135/0001-27;2024-03-31;2;CNB - CONJUNTO NACIONAL BRASILIA;Alimentação;0.110976;0
07.789.135/0001-27;2024-03-31;2;CNB - CONJUNTO NACIONAL BRASILIA;Artigos do Lar;0.107021;0
07.789.135/0001-27;2024-03-31;2;CNB - CONJUNTO NACIONAL BRASILIA;Lojas de departamentos;0.20049;0
07.789.135/0001-27;2024-03-31;2;CNB - CONJUNTO NACIONAL BRASILIA;Vestuário;0.104583;0
07.789.135/0001-27;2024-03-31;2;CVS - CENTER VALE SHOPPING;Alimentação;0.191096;0
07.789.135/0001-27;2024-03-31;2;CVS - CENTER VALE SHOPPING;Vestuário;0.116751;0
07.789.135/0001-27;2024-03-31;2;CVS - CENTER VALE SHOPPING;Lojas de departamentos;0.205375;0
07.789.135/0001-27;2024-03-31;2;SNI - SHOPPING NOVA IGUACU;Setor1;0;0
07.789.135/0001-27;2024-03-31;2;SNI - SHOPPING NOVA IGUACU;Setor2;0;0
07.789.135/0001-27;2024-03-31;2;SNI - SHOPPING NOVA IGUACU;Setor3;0;0
07.789.135/0001-27;2024-03-31;2;SNI - SHOPPING NOVA IGUACU;SetorN;0;0
07.789.135/0001-27;2024-03-31;2;MNS - MINAS SHOPPING;Setor1;0;0
07.789.135/0001-27;2024-03-31;2;MNS - MINAS SHOPPING;Setor2;0;0
07.789.135/0001-27;2024-03-31;2;MNS - MINAS SHOPPING;Setor3;0;0
07.789.135/0001-27;2024-03-31;2;MNS - MINAS SHOPPING;SetorN;0;0
07.789.135/0001-27;2024-06-30;1;BPS - BOTAFOGO PRAIA SHOPPING;Alimentação;0.324424;0
07.789.135/0001-27;2024-06-30;1;BPS - BOTAFOGO PRAIA SHOPPING;Vestuário;0.13259;0
07.789.135/0001-27;2024-06-30;1;BPS - BOTAFOGO PRAIA SHOPPING;Loja de departamentos;0.125143;0
07.789.135/0001-27;2024-06-30;1;CNB - CONJUNTO NACIONAL BRASILIA;Alimentação;0.110976;0
07.789.135/0001-27;2024-06-30;1;CNB - CONJUNTO NACIONAL BRASILIA;Artigos do Lar;0.107021;0
07.789.135/0001-27;2024-06-30;1;CNB - CONJUNTO NACIONAL BRASILIA;Lojas de departamentos;0.20049;0
07.789.135/0001-27;2024-06-30;1;CNB - CONJUNTO NACIONAL BRASILIA;Vestuário;0.104583;0
07.789.135/0001-27;2024-06-30;1;CVS - CENTER VALE SHOPPING;Alimentação;0.191096;0
07.789.135/0001-27;2024-06-30;1;CVS - CENTER VALE SHOPPING;Vestuário;0.116751;0
07.789.135/0001-27;2024-06-30;1;CVS - CENTER VALE SHOPPING;Lojas de departamentos;0.205375;0
07.789.135/0001-27;2024-06-30;1;SNI - SHOPPING NOVA IGUACU;Setor1;0;0
07.789.135/0001-27;2024-06-30;1;SNI - SHOPPING NOVA IGUACU;Setor2;0;0
07.789.135/0001-27;2024-06-30;1;SNI - SHOPPING NOVA IGUACU;Setor3;0;0
07.789.135/0001-27;2024-06-30;1;SNI - SHOPPING NOVA IGUACU;SetorN;0;0
07.789.135/0001-27;2024-06-30;1;MNS - MINAS SHOPPING;Setor1;0;0
07.789.135/0001-27;2024-06-30;1;MNS - MINAS SHOPPING;Setor2;0;0
07.789.135/0001-27;2024-06-30;1;MNS - MINAS SHOPPING;Setor3;0;0
07.789.135/0001-27;2024-06-30;1;MNS - MINAS SHOPPING;SetorN;0;0
07.789.135/0001-27;2024-06-30;1;NAT - NATAL SHOPPING;Setor1;0;0
07.789.135/0001-27;2024-06-30;1;NAT - NATAL SHOPPING;Setor2;0;0
07.789.135/0001-27;2024-06-30;1;NAT - NATAL SHOPPING;Setor3;0;0
07.789.135/0001-27;2024-06-30;1;NAT - NATAL SHOPPING;SetorN;0;0
07.789.135/0001-27;2024-06-30;1;NSF - NORTH SHOPPING FORTALEZA;Setor1;0;0
07.789.135/0001-27;2024-06-30;1;NSF - NORTH SHOPPING FORTALEZA;Setor2;0;0
07.789.135/0001-27;2024-06-30;1;NSF - NORTH SHOPPING FORTALEZA;Setor3;0;0
07.789.135/0001-27;2024-06-30;1;NSF - NORTH SHOPPING FORTALEZA;SetorN;0;0
08.014.513/0001-63;2024-03-31;1;Hospital e Maternidade Nossa Senhora de Lourdes;Serviços Médico - Hospitalares;1;0.97034717022996
08.014.513/0001-63;2024-06-30;1;Hospital e Maternidade Nossa Senhora de Lourdes;Serviços Médico - Hospitalares;1;0.96314922205152
08.098.114/0001-28;2024-03-28;1;Loja - Shopping Maceió;Varejo;1;0.0477
08.098.114/0001-28;2024-03-28;1;Loja - Shopping Barra Salvador;Varejo;1;0.022094
08.098.114/0001-28;2024-03-28;1;Loja - Shopping Center Piedade;Varejo;1;0.042869
08.098.114/0001-28;2024-03-28;1;Loja - Shopping Iguatemi Fortal;Varejo;1;0.031558
08.098.114/0001-28;2024-03-28;1;Loja - Shopping Pátio Brasil;Varejo;1;0.02704
08.098.114/0001-28;2024-03-28;1;Loja - Shopping Goiânia;Varejo;1;0.020774
08.098.114/0001-28;2024-03-28;1;Loja - Centro São Luiz;Varejo;1;0.032712
08.098.114/0001-28;2024-03-28;1;Loja - Del Rey BH;Varejo;1;0.024732
08.098.114/0001-28;2024-03-28;1;Loja - Shopping Minas;Varejo;1;0.02737
08.098.114/0001-28;2024-03-28;1;Loja - Centro BH;Varejo;1;0.052761
08.098.114/0001-28;2024-03-28;1;Loja - Shopping Pátio Belém;Varejo;1;0.040923
08.098.114/0001-28;2024-03-28;1;Loja - Recife;Varejo;1;0.056718
08.098.114/0001-28;2024-03-28;1;Loja - Shopping Curitiba;Varejo;1;0.020445
08.098.114/0001-28;2024-03-28;1;Loja - Duque De Caxias;Varejo;1;0.038482
08.098.114/0001-28;2024-03-28;1;Loja - Shopping Niterói;Varejo;1;0.054107
08.098.114/0001-28;2024-03-28;1;Loja - Nova Iguaçu;Varejo;1;0.044517
08.098.114/0001-28;2024-03-28;1;Loja - Shopping Norte;Varejo;1;0.057675
08.098.114/0001-28;2024-03-28;1;Loja - Tijuca;Varejo;1;0.069249
08.098.114/0001-28;2024-03-28;1;Loja - Ouvidor;Varejo;1;0.067271
08.098.114/0001-28;2024-03-28;1;Loja - Copacabana;Varejo;1;0.049464
08.098.114/0001-28;2024-03-28;1;Garagem Copacabana;Varejo;1;0.003957
08.098.114/0001-28;2024-03-28;1;Loja - Centro Campinas;Varejo;1;0.038746
08.098.114/0001-28;2024-03-28;1;Loja - Shopping Abc;Varejo;1;0.016488
08.098.114/0001-28;2024-03-28;1;Loja - Vitória;Governo Estadual;1;0.004618
08.098.114/0001-28;2024-03-28;1;Loja - Vitória;Governo Estadual;1;0.016246
08.098.114/0001-28;2024-03-28;1;Loja - Shopping  Iguatemi RJ;Varejo;1;0.013993
08.098.114/0001-28;2024-03-28;1;Loja - Copacabana;Academia;1;0.014186
08.098.114/0001-28;2024-03-28;1;Loja - Centro E Call Center;Call Center;1;0.002938
